Name,Platform,Year,Rank,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Cabela's Dangerous Hunts 2,GC,2005,14151,0.03,0.01,0.0,0.0,0.03
Cabela's Dangerous Hunts 2,PS2,2005,4947,0.19,0.15,0.0,0.05,0.39
Cabela's Dangerous Hunts 2,XB,2005,10413,0.08,0.02,0.0,0.0,0.11
Cabela's Dangerous Hunts 2009,PS2,2008,8154,0.09,0.07,0.0,0.02,0.18
Cabela's Dangerous Hunts 2009,PS3,2008,9559,0.12,0.0,0.0,0.01,0.13
Cabela's Dangerous Hunts 2009,Wii,2008,4992,0.36,0.0,0.0,0.03,0.38
Cabela's Dangerous Hunts 2009,X360,2008,9433,0.12,0.0,0.0,0.01,0.13
Cabela's Dangerous Hunts 2011,DS,2010,9617,0.12,0.0,0.0,0.01,0.13
Cabela's Dangerous Hunts 2011,PS3,2010,5516,0.26,0.04,0.0,0.03,0.33
Cabela's Dangerous Hunts 2011,Wii,2010,3447,0.53,0.02,0.0,0.04,0.58
Cabela's Dangerous Hunts 2011,X360,2010,5682,0.28,0.01,0.0,0.02,0.32
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,12538,0.06,0.0,0.0,0.0,0.06
Cabela's Deer Hunt 2005 Season,PS2,2004,5112,0.18,0.14,0.0,0.05,0.37
Cabela's Deer Hunt 2005 Season,XB,2004,10004,0.09,0.02,0.0,0.0,0.11
Cabela's Deer Hunt: 2004 Season,PS2,2003,2687,0.37,0.29,0.0,0.1,0.76
Cabela's Deer Hunt: 2004 Season,XB,2003,7409,0.16,0.05,0.0,0.01,0.21
Cabela's Legendary Adventures,PS2,2008,4638,0.21,0.16,0.0,0.05,0.42
Cabela's Legendary Adventures,PSP,2008,8312,0.16,0.0,0.0,0.01,0.17
Cabela's Legendary Adventures,Wii,2008,8125,0.17,0.0,0.0,0.01,0.18
Cabela's Monster Buck Hunter,Wii,2010,3303,0.58,0.0,0.0,0.03,0.61
Cabela's North American Adventures,PS2,2010,11509,0.04,0.03,0.0,0.01,0.08
Cabela's North American Adventures,PS3,2010,10016,0.11,0.0,0.0,0.01,0.11
Cabela's North American Adventures,PSP,2010,10869,0.08,0.0,0.0,0.01,0.09
Cabela's North American Adventures,Wii,2010,7503,0.19,0.0,0.0,0.01,0.2
Cabela's North American Adventures,X360,2010,10346,0.1,0.0,0.0,0.01,0.11
Cabela's Outdoor Adventures,GC,2005,14195,0.03,0.01,0.0,0.0,0.03
Cabela's Outdoor Adventures,XB,2005,10445,0.08,0.02,0.0,0.0,0.1
Cabela's Outdoor Adventures (2006),PS2,2005,5271,0.17,0.14,0.0,0.05,0.35000000000000003
Cabela's Outdoor Adventures (2009),PS2,2009,9123,0.07,0.05,0.0,0.02,0.14
Cabela's Outdoor Adventures (2009),PS3,2009,7057,0.21,0.0,0.0,0.02,0.23
Cabela's Outdoor Adventures (2009),Wii,2009,5753,0.29,0.0,0.0,0.02,0.31
Cabela's Outdoor Adventures (2009),X360,2009,6803,0.23,0.0,0.0,0.02,0.24
Cabela's Survival: Shadows of Katmai,PS3,2011,7895,0.11,0.05,0.0,0.03,0.19
Cabela's Survival: Shadows of Katmai,Wii,2011,7396,0.15,0.05,0.0,0.02,0.21
Cabela's Survival: Shadows of Katmai,X360,2011,7992,0.14,0.03,0.0,0.01,0.19
Cabela's Trophy Bucks,PS2,2007,6264,0.13,0.11,0.0,0.04,0.27
Cabela's Trophy Bucks,Wii,2008,12293,0.06,0.0,0.0,0.0,0.06
Cabela's Trophy Bucks,X360,2007,13397,0.04,0.0,0.0,0.0,0.05
Caesar III,PC,1998,14038,0.0,0.03,0.0,0.01,0.04
Caesar IV,PC,2006,13871,0.0,0.03,0.0,0.01,0.04
Caesars Palace 2000: Millennium Gold Edition,PS,2000,2664,0.43,0.29,0.0,0.05,0.77
Caesars Palace Advance: Millennium Gold Edition,GBA,2001,11985,0.05,0.02,0.0,0.0,0.07
Caesars Palace II,PS,1998,6702,0.14,0.09,0.0,0.02,0.25
Cake Mania,DS,2007,10098,0.09,0.01,0.0,0.01,0.11
Cake Mania 2: Jill's Next Adventure!,DS,2008,6394,0.24,0.0,0.0,0.02,0.27
Cake Mania 3,DS,2009,9075,0.13,0.0,0.0,0.01,0.14
Cake Mania: Baker's Challenge,PS2,2008,14809,0.01,0.01,0.0,0.0,0.03
Cake Mania: Baker's Challenge,PSP,2008,14167,0.03,0.0,0.0,0.0,0.03
Cake Mania: In The Mix!,Wii,2008,8815,0.14,0.0,0.0,0.01,0.15
Cake Mania: Main Street,DS,2011,11001,0.09,0.0,0.0,0.01,0.09
Caladrius,X360,2013,16208,0.0,0.0,0.01,0.0,0.01
Calcio Bit,GBA,2006,14629,0.0,0.0,0.03,0.0,0.03
California Speed,N64,1999,8593,0.13,0.03,0.0,0.0,0.16
Caligula,PSV,2016,13082,0.0,0.0,0.05,0.0,0.05
Call Of Duty 2: Big Red One,GC,2005,5522,0.25,0.07,0.0,0.01,0.33
Call Of Duty 2: Big Red One,PS2,2005,566,1.48,0.92,0.01,0.26,2.67
Call Of Duty 2: Big Red One,XB,2005,1828,0.66,0.4,0.0,0.05,1.12
Call of Cthulhu: Dark Corners of the Earth,XB,2005,12460,0.05,0.01,0.0,0.0,0.06
Call of Duty 2,PC,2005,12410,0.0,0.05,0.0,0.01,0.06
Call of Duty 2,X360,2005,843,1.81,0.05,0.01,0.15,2.02
Call of Duty 3,PS2,2006,1921,0.89,0.03,0.0,0.15,1.07
Call of Duty 3,PS3,2006,1240,0.6000000000000001,0.63,0.03,0.26,1.52
Call of Duty 3,X360,2006,551,1.49,0.93,0.02,0.27,2.71
Call of Duty 4: Modern Warfare,DS,2007,1946,0.96,0.02,0.01,0.08,1.06
Call of Duty 4: Modern Warfare,PC,2007,1771,0.0,1.12,0.0,0.03,1.15
Call of Duty 4: Modern Warfare,PS3,2007,121,3.1,2.3,0.28,1.04,6.72
Call of Duty 4: Modern Warfare,X360,2007,71,5.91,2.38,0.13,0.9,9.32
Call of Duty Black Ops: Declassified,PSV,2012,1073,0.8,0.52,0.07,0.30000000000000004,1.69
Call of Duty: Advanced Warfare,PC,2014,4742,0.14,0.23,0.0,0.04,0.41000000000000003
Call of Duty: Advanced Warfare,PS3,2014,245,1.54,1.94,0.19,0.77,4.45
Call of Duty: Advanced Warfare,PS4,2014,94,2.8,3.3,0.14,1.37,7.6
Call of Duty: Advanced Warfare,X360,2014,258,2.75,1.18,0.0,0.37,4.31
Call of Duty: Advanced Warfare,XOne,2014,194,3.21,1.53,0.01,0.38,5.13
Call of Duty: Black Ops,DS,2010,3213,0.54,0.05,0.0,0.04,0.63
Call of Duty: Black Ops,PS3,2010,41,5.98,4.44,0.48,1.83,12.73
Call of Duty: Black Ops,Wii,2010,1381,0.8200000000000001,0.47000000000000003,0.0,0.12,1.4
Call of Duty: Black Ops,X360,2010,32,9.67,3.73,0.11,1.13,14.64
Call of Duty: Black Ops 3,PC,2015,7052,0.0,0.22,0.0,0.01,0.23
Call of Duty: Black Ops 3,PS3,2015,969,0.49,0.96,0.07,0.27,1.79
Call of Duty: Black Ops 3,PS4,2015,34,5.77,5.8100000000000005,0.35000000000000003,2.31,14.24
Call of Duty: Black Ops 3,X360,2015,1001,1.11,0.48,0.0,0.16,1.76
Call of Duty: Black Ops 3,XOne,2015,102,4.52,2.09,0.01,0.67,7.3
Call of Duty: Black Ops II,PC,2012,1219,0.63,0.6900000000000001,0.0,0.21,1.53
Call of Duty: Black Ops II,PS3,2012,35,4.99,5.88,0.65,2.52,14.03
Call of Duty: Black Ops II,WiiU,2012,4556,0.21,0.18,0.0,0.03,0.43
Call of Duty: Black Ops II,X360,2012,36,8.25,4.3,0.07,1.12,13.73
Call of Duty: Finest Hour,GC,2004,4871,0.31,0.08,0.0,0.01,0.4
Call of Duty: Finest Hour,PS2,2004,501,1.51,1.12,0.01,0.24,2.89
Call of Duty: Finest Hour,XB,2004,1655,0.78,0.4,0.0,0.04,1.21
Call of Duty: Ghosts,PC,2013,2799,0.23,0.41000000000000003,0.0,0.09,0.73
Call of Duty: Ghosts,PS3,2013,68,4.09,3.73,0.38,1.38,9.59
Call of Duty: Ghosts,PS4,2013,350,1.78,1.42,0.05,0.38,3.63
Call of Duty: Ghosts,WiiU,2013,5220,0.23,0.09,0.01,0.03,0.36
Call of Duty: Ghosts,X360,2013,62,6.72,2.63,0.04,0.8200000000000001,10.21
Call of Duty: Ghosts,XOne,2013,506,1.87,0.77,0.0,0.22,2.86
Call of Duty: Modern Warfare 2,PC,2009,2349,0.01,0.79,0.0,0.09,0.89
Call of Duty: Modern Warfare 2,PS3,2009,56,4.99,3.69,0.38,1.63,10.69
Call of Duty: Modern Warfare 2,X360,2009,37,8.52,3.63,0.08,1.29,13.51
Call of Duty: Modern Warfare 3,PC,2011,1039,0.41000000000000003,0.98,0.0,0.33,1.72
Call of Duty: Modern Warfare 3,PS3,2011,38,5.54,5.82,0.49,1.62,13.46
Call of Duty: Modern Warfare 3,Wii,2011,2352,0.6000000000000001,0.21,0.0,0.08,0.89
Call of Duty: Modern Warfare 3,X360,2011,30,9.03,4.28,0.13,1.32,14.76
Call of Duty: Modern Warfare 3: Defiance,DS,2011,5920,0.21,0.07,0.0,0.02,0.30000000000000004
Call of Duty: Modern Warfare Trilogy,PS3,2016,15601,0.0,0.01,0.0,0.0,0.02
Call of Duty: Modern Warfare Trilogy,X360,2016,15807,0.01,0.01,0.0,0.0,0.02
Call of Duty: Modern Warfare: Mobilized,DS,2009,4559,0.37,0.02,0.0,0.03,0.43
Call of Duty: Modern Warfare: Reflex Edition,Wii,2009,1225,0.9500000000000001,0.43,0.0,0.14,1.53
Call of Duty: Roads to Victory,PSP,2007,763,0.52,1.03,0.0,0.59,2.14
Call of Duty: The War Collection,X360,2010,12641,0.05,0.0,0.0,0.0,0.06
Call of Duty: World at War,DS,2008,2290,0.5700000000000001,0.26,0.0,0.08,0.91
Call of Duty: World at War,PC,2008,7951,0.02,0.13,0.0,0.03,0.19
Call of Duty: World at War,PS3,2008,167,2.7199999999999998,1.87,0.0,0.84,5.43
Call of Duty: World at War,Wii,2008,863,1.2,0.59,0.0,0.19,1.97
Call of Duty: World at War,X360,2008,99,4.79,1.9,0.0,0.6900000000000001,7.37
Call of Duty: World at War Final Fronts,PS2,2008,1037,0.61,0.18,0.0,0.9400000000000001,1.72
Call of Juarez,PC,2006,16013,0.0,0.01,0.0,0.0,0.01
Call of Juarez,X360,2007,7988,0.14,0.02,0.0,0.01,0.19
Call of Juarez: Bound in Blood,PC,2009,14222,0.0,0.03,0.0,0.01,0.03
Call of Juarez: Bound in Blood,PS3,2009,2327,0.35000000000000003,0.38,0.01,0.16,0.89
Call of Juarez: Bound in Blood,X360,2009,3334,0.30000000000000004,0.24,0.0,0.06,0.61
Call of Juarez: The Cartel,PC,2011,10248,0.05,0.05,0.0,0.01,0.11
Call of Juarez: The Cartel,PS3,2011,5925,0.12,0.13,0.0,0.05,0.30000000000000004
Call of Juarez: The Cartel,X360,2011,6349,0.14,0.11,0.0,0.03,0.27
Calling,Wii,2009,9665,0.07,0.04,0.0,0.01,0.12
Calvin Tucker's Redneck Jamboree,Wii,2008,5766,0.29,0.0,0.0,0.02,0.31
Camp Rock: The Final Jam,DS,2010,8205,0.14,0.02,0.0,0.01,0.18
Camping Mama: Outdoor Adventures,DS,2011,7579,0.13,0.06,0.0,0.02,0.2
Canada Hunt,Wii,2010,15652,0.02,0.0,0.0,0.0,0.02
Candace Kane's Candy Factory,DS,2008,13497,0.04,0.0,0.0,0.0,0.04
Candace Kane's Candy Factory,Wii,2008,8878,0.14,0.0,0.0,0.01,0.15
CandyLand / Chutes & Ladders / Memory,GBA,2005,7535,0.15,0.05,0.0,0.0,0.2
Canimal Triple,PSV,2014,15256,0.0,0.02,0.0,0.0,0.02
Canvas 2,PS2,2006,15005,0.0,0.0,0.02,0.0,0.02
Capcom Classics Collection,PS2,2005,3943,0.22,0.17,0.05,0.06,0.51
Capcom Classics Collection,XB,2005,8920,0.11,0.03,0.0,0.01,0.15
Capcom Classics Collection Reloaded,PSP,2006,5498,0.26,0.0,0.03,0.03,0.33
Capcom Classics Collection Remixed,PSP,2006,5918,0.27,0.0,0.0,0.03,0.30000000000000004
Capcom Digital Collection,X360,2012,14864,0.02,0.01,0.0,0.0,0.03
Capcom Fighting Evolution,PS2,2004,7512,0.1,0.08,0.0,0.03,0.2
Capcom Fighting Evolution,XB,2005,13703,0.03,0.01,0.0,0.0,0.04
Capcom vs. SNK,DC,2000,7252,0.0,0.0,0.22,0.0,0.22
Capcom vs. SNK 2 EO,GC,2002,10152,0.09,0.02,0.0,0.0,0.11
Capcom vs. SNK 2 EO,XB,2003,10544,0.08,0.02,0.0,0.0,0.1
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,2756,0.22,0.17,0.30000000000000004,0.06,0.75
Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,9674,0.0,0.0,0.12,0.0,0.12
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001,13244,0.0,0.0,0.05,0.0,0.05
Capcom's Soccer Shootout,SNES,1993,2594,0.0,0.0,0.8,0.0,0.8
Captain America: Super Soldier,3DS,2011,11317,0.05,0.02,0.0,0.01,0.08
Captain America: Super Soldier,PS3,2011,7574,0.1,0.07,0.0,0.03,0.2
Captain America: Super Soldier,X360,2011,8182,0.11,0.05,0.0,0.01,0.18
Captain Morgane and the Golden Turtle,DS,2012,14312,0.0,0.03,0.0,0.0,0.03
Captain Morgane and the Golden Turtle,PC,2012,14826,0.0,0.02,0.0,0.0,0.03
Captain Morgane and the Golden Turtle,PS3,2012,14796,0.0,0.02,0.0,0.01,0.03
Captain Morgane and the Golden Turtle,Wii,2012,15999,0.0,0.01,0.0,0.0,0.01
Captain Rainbow,Wii,2008,16476,0.0,0.0,0.01,0.0,0.01
Captain Toad: Treasure Tracker,WiiU,2014,1689,0.56,0.36,0.19,0.09,1.19
Captain Tsubasa,PS2,2006,11664,0.0,0.0,0.08,0.0,0.08
Captain Tsubasa J: The Way to World Youth,SNES,1995,14810,0.0,0.0,0.03,0.0,0.03
Captain Tsubasa: Aratanaru Densetsu Joshou,PS,2002,11086,0.0,0.0,0.08,0.01,0.09
Captain Tsubasa: New Kick Off,DS,2010,11294,0.0,0.02,0.06,0.0,0.08
Car Battler Joe,GBA,2001,15456,0.01,0.01,0.0,0.0,0.02
Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,13598,0.0,0.0,0.04,0.0,0.04
Card Games,PS,2000,12174,0.04,0.03,0.0,0.0,0.07
Cardfight!! Vanguard: Lock On Victory!!,3DS,2014,12245,0.0,0.0,0.07,0.0,0.07
Cardfight!! Vanguard: Ride to Victory,3DS,2013,11035,0.0,0.0,0.09,0.0,0.09
Cardinal Syn,PS,1998,8902,0.08,0.06,0.0,0.01,0.15
Care Bears - Care Quest,GBA,2005,14124,0.02,0.01,0.0,0.0,0.03
Carmageddon 64,N64,1999,16586,0.01,0.0,0.0,0.0,0.01
Carmageddon: Max Damage,XOne,2016,16225,0.01,0.01,0.0,0.0,0.01
Carmen Sandiego: The Secret of the Stolen Drums,GC,2004,15233,0.02,0.0,0.0,0.0,0.02
Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,12817,0.03,0.02,0.0,0.01,0.06
Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,14966,0.02,0.01,0.0,0.0,0.02
Carnage Heart,PS,1995,10380,0.01,0.01,0.09,0.01,0.11
Carnage Heart EXA,PSP,2010,14995,0.0,0.0,0.02,0.0,0.02
Carnival,2600,1981,5402,0.32,0.02,0.0,0.0,0.34
Carnival Games,DS,2008,824,1.23,0.64,0.0,0.19,2.05
Carnival Games,Wii,2007,287,2.13,1.5,0.05,0.42,4.1
Carnival Games: Mini Golf,Wii,2008,1171,0.87,0.56,0.0,0.15,1.58
"Carnival Games: Monkey See, Monkey Do!",X360,2011,5549,0.14,0.16,0.0,0.03,0.33
Carnival Games: Wild West 3D,3DS,2011,11044,0.06,0.02,0.0,0.01,0.09
Carnival Island,PS3,2011,6999,0.13,0.06,0.0,0.04,0.23
Carol Vorderman's Sudoku,PS2,2006,6171,0.0,0.23,0.0,0.05,0.28
Carol Vorderman's Sudoku,PSP,2006,12560,0.05,0.0,0.0,0.01,0.06
Cars,DS,2006,2106,0.85,0.05,0.0,0.08,0.98
Cars,GBA,2006,1807,0.81,0.30000000000000004,0.0,0.02,1.13
Cars,GC,2006,2241,0.72,0.19,0.0,0.03,0.93
Cars,PS2,2006,1653,1.01,0.04,0.0,0.16,1.21
Cars,PSP,2006,1643,0.72,0.29,0.0,0.21,1.22
Cars,Wii,2006,2203,0.8300000000000001,0.04,0.0,0.07,0.9400000000000001
Cars,X360,2006,6651,0.22,0.02,0.0,0.02,0.25
Cars,XB,2006,7584,0.15,0.04,0.0,0.01,0.2
Cars 2,3DS,2011,7133,0.21,0.0,0.0,0.02,0.23
Cars 2,DS,2011,1498,0.72,0.44,0.04,0.12,1.32
Cars 2,PS3,2011,3735,0.22,0.23,0.0,0.09,0.54
Cars 2,PSP,2011,9749,0.1,0.01,0.0,0.01,0.12
Cars 2,Wii,2011,2182,0.46,0.39,0.0,0.1,0.9500000000000001
Cars 2,X360,2011,4000,0.28,0.17,0.0,0.05,0.5
Cars Mater-National Championship,Wii,2007,4020,0.46,0.0,0.0,0.04,0.49
Cars Toon: Mater's Tall Tales,Wii,2010,3854,0.46,0.02,0.0,0.03,0.52
Cars: Mater-National Championship,DS,2007,2997,0.63,0.01,0.0,0.05,0.68
Cars: Mater-National Championship,PS2,2007,6742,0.12,0.09,0.0,0.03,0.25
Cars: Mater-National Championship,PS3,2007,4692,0.37,0.01,0.0,0.03,0.41000000000000003
Cars: Mater-National Championship,X360,2007,8985,0.13,0.0,0.0,0.01,0.15
Cars: Race-O-Rama,DS,2009,4145,0.35000000000000003,0.09,0.0,0.04,0.48
Cars: Race-O-Rama,PS2,2009,4210,0.27,0.03,0.0,0.17,0.47000000000000003
Cars: Race-O-Rama,PS3,2009,7846,0.14,0.03,0.0,0.02,0.19
Cars: Race-O-Rama,PSP,2009,4725,0.29,0.07,0.0,0.06,0.41000000000000003
Cars: Race-O-Rama,Wii,2009,2094,0.61,0.30000000000000004,0.0,0.09,0.99
Cars: Race-O-Rama,X360,2009,8757,0.14,0.01,0.0,0.01,0.15
Cart World Series,PS,1997,5859,0.17,0.11,0.0,0.02,0.30000000000000004
Cartoon Network Block Party,GBA,2004,13202,0.03,0.01,0.0,0.0,0.05
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005,3110,0.47000000000000003,0.17,0.0,0.01,0.65
Cartoon Network Racing,DS,2006,13162,0.04,0.0,0.0,0.0,0.05
Cartoon Network: Punch Time Explosion,3DS,2011,10805,0.07,0.02,0.0,0.01,0.1
Cartoon Network: Punch Time Explosion XL,PS3,2011,12126,0.06,0.0,0.0,0.0,0.07
Cartoon Network: Punch Time Explosion XL,Wii,2011,11232,0.07,0.01,0.0,0.01,0.09
Cartoon Network: Punch Time Explosion XL,X360,2011,11829,0.07,0.0,0.0,0.0,0.07
Carve,XB,2004,12874,0.04,0.01,0.0,0.0,0.05
Case Closed: One Truth Prevails,Wii,2007,16489,0.0,0.0,0.01,0.0,0.01
Casino Chaos With Las Vegas Players Collection,PC,2011,14513,0.03,0.0,0.0,0.0,0.03
Casper,GBA,2002,16202,0.01,0.0,0.0,0.0,0.01
Casper,PS,1996,2504,0.46,0.31,0.0,0.05,0.8300000000000001
Casper's Scare School: Classroom Capers,DS,2008,15216,0.02,0.0,0.0,0.0,0.02
Casper's Scare School: Spooky Sports Day,DS,2009,15576,0.02,0.0,0.0,0.0,0.02
Casper's Scare School: Spooky Sports Day,Wii,2009,15348,0.02,0.0,0.0,0.0,0.02
Casper: Friends Around the World,PS,2000,8034,0.1,0.07,0.0,0.01,0.18
Casper: Spirit Dimensions,GC,2002,15298,0.02,0.0,0.0,0.0,0.02
Casper: Spirit Dimensions,PS2,2001,9029,0.07,0.05,0.0,0.02,0.14
Castle Shikigami 2,PS2,2004,15665,0.01,0.01,0.0,0.0,0.02
Castle of Shikigami III,Wii,2007,13551,0.04,0.0,0.0,0.0,0.04
Castlevania,N64,1999,3159,0.44,0.1,0.04,0.05,0.64
Castlevania,NES,1986,1625,0.54,0.06,0.62,0.01,1.23
Castlevania Bloodlines,GEN,1994,14095,0.0,0.0,0.04,0.0,0.04
Castlevania Chronicles,PS,2001,9341,0.07,0.05,0.0,0.01,0.13
Castlevania Double Pack,GBA,2006,10790,0.07,0.03,0.0,0.0,0.1
Castlevania Dracula X,SNES,1995,11049,0.03,0.01,0.05,0.0,0.09
Castlevania II: Simon's Quest,NES,1987,2236,0.45,0.06,0.42,0.0,0.93
Castlevania III: Dracula's Curse,NES,1989,2441,0.4,0.07,0.37,0.01,0.85
Castlevania Judgment,Wii,2008,8207,0.13,0.02,0.01,0.01,0.18
Castlevania: Aria of Sorrow,GBA,2003,6252,0.2,0.07,0.0,0.0,0.28
Castlevania: Circle of the Moon,GBA,2001,2332,0.6000000000000001,0.22,0.05,0.02,0.89
Castlevania: Curse of Darkness,PS2,2005,4649,0.18,0.14,0.05,0.05,0.42
Castlevania: Curse of Darkness,XB,2005,9932,0.09,0.03,0.0,0.0,0.12
Castlevania: Dawn of Sorrow,DS,2005,4164,0.37,0.04,0.03,0.04,0.47000000000000003
Castlevania: Harmony of Dissonance,GBA,2002,6602,0.16,0.06,0.04,0.0,0.26
Castlevania: Lament of Innocence,PS2,2003,2205,0.46,0.36,0.0,0.12,0.9400000000000001
Castlevania: Legacy of Darkness,N64,1999,9483,0.06,0.02,0.05,0.0,0.13
Castlevania: Lords of Shadow,PS3,2010,1824,0.5,0.37,0.1,0.16,1.12
Castlevania: Lords of Shadow,X360,2010,3035,0.42,0.18,0.01,0.05,0.67
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,8847,0.04,0.07,0.03,0.01,0.15
Castlevania: Lords of Shadow - Reverie,PS3,2011,14008,0.02,0.01,0.0,0.01,0.04
Castlevania: Lords of Shadow - Reverie,X360,2011,15058,0.02,0.0,0.0,0.0,0.02
Castlevania: Lords of Shadow 2,PC,2014,13827,0.01,0.03,0.0,0.0,0.04
Castlevania: Lords of Shadow 2,PS3,2014,7204,0.03,0.13,0.02,0.04,0.22
Castlevania: Lords of Shadow 2,X360,2014,10491,0.02,0.07,0.0,0.01,0.1
Castlevania: Order of Ecclesia,DS,2008,4709,0.31,0.03,0.04,0.03,0.41000000000000003
Castlevania: Portrait of Ruin,DS,2006,4537,0.33,0.03,0.04,0.03,0.43
Castlevania: Symphony of the Night,PS,1997,1553,0.58,0.4,0.21,0.08,1.27
Castlevania: The Dracula X Chronicles,PSP,2007,4670,0.22,0.09,0.04,0.07,0.42
Castrol Honda Superbike Racing,PS,1998,9397,0.07,0.05,0.0,0.01,0.13
Casual Mania!,DS,2010,13550,0.04,0.0,0.0,0.0,0.04
Catan,DS,2009,14824,0.0,0.02,0.0,0.0,0.03
Cate West: The Vanishing Files,DS,2008,10650,0.08,0.01,0.0,0.01,0.1
Cate West: The Vanishing Files,Wii,2009,11462,0.07,0.0,0.0,0.01,0.08
Catherine,PS3,2011,2854,0.30000000000000004,0.15,0.2,0.07,0.72
Catherine,X360,2011,5687,0.2,0.06,0.03,0.02,0.32
Cats & Dogs: The Revenge of Kitty Galore,DS,2010,10315,0.1,0.0,0.0,0.01,0.11
Catwoman,GBA,2004,13699,0.03,0.01,0.0,0.0,0.04
Catwoman,GC,2004,12037,0.05,0.01,0.0,0.0,0.07
Catwoman,PS2,2004,8366,0.08,0.06,0.0,0.02,0.17
Catwoman,XB,2004,12689,0.04,0.01,0.0,0.0,0.06
Catz,DS,2006,3612,0.49,0.02,0.0,0.04,0.56
Catz,GBA,2005,6776,0.18,0.06,0.0,0.0,0.24
Cave Story 3D,3DS,2011,9063,0.09,0.03,0.01,0.01,0.14
Cel Damage,GC,2002,12333,0.05,0.01,0.0,0.0,0.06
Cel Damage,XB,2001,9787,0.09,0.03,0.0,0.0,0.12
Celebrity Sports Showdown,Wii,2008,4403,0.18,0.22,0.0,0.05,0.45
Center Ring Boxing,SAT,1994,9987,0.0,0.0,0.12,0.0,0.12
Centipede,2600,1981,1431,1.26,0.08,0.0,0.01,1.3599999999999999
Centipede,PS,1998,3117,0.36,0.25,0.0,0.04,0.65
Centipede / Breakout / Warlords,GBA,2005,12192,0.05,0.02,0.0,0.0,0.07
Centipede: Infestation,3DS,2011,13407,0.04,0.0,0.0,0.0,0.05
Centipede: Infestation,Wii,2011,12584,0.06,0.0,0.0,0.0,0.06
Cesar Millan's Dog Whisperer,DS,2008,13291,0.04,0.0,0.0,0.0,0.05
Ceville,PC,2009,15049,0.0,0.02,0.0,0.0,0.02
Challenge Me: Brain Puzzles,DS,2009,12366,0.06,0.0,0.0,0.0,0.06
Challenge Me: Brain Puzzles 2,DS,2010,11000,0.05,0.04,0.0,0.01,0.09
Challenge Me: Brain Puzzles 2,Wii,2010,12141,0.0,0.06,0.0,0.01,0.07
Challenge Me: Maths Workout,DS,2009,13601,0.04,0.0,0.0,0.0,0.04
Challenge Me: Word Puzzles,DS,2011,14018,0.03,0.0,0.0,0.0,0.04
Chameleon,PSP,2006,11260,0.07,0.0,0.0,0.01,0.08
Chameleon Twist,N64,1997,10221,0.09,0.02,0.0,0.0,0.11
Chameleon Twist 2,N64,1998,13118,0.04,0.01,0.0,0.0,0.05
Chameleon: To Dye For!,DS,2006,15987,0.01,0.0,0.0,0.0,0.01
Champion Jockey: G1 Jockey & Gallop Racer,PS3,2011,7392,0.06,0.05,0.08,0.02,0.21
Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011,10415,0.05,0.04,0.01,0.01,0.11
Champion Jockey: G1 Jockey & Gallop Racer,X360,2011,12455,0.0,0.05,0.0,0.01,0.06
Champions of Norrath,PS2,2004,1540,0.63,0.49,0.0,0.16,1.28
Champions: Return to Arms,PS2,2005,3121,0.32,0.25,0.0,0.08,0.65
Championship Bass,PS,1999,5586,0.18,0.12,0.0,0.02,0.32
Championship Foosball,Wii,2008,10911,0.09,0.0,0.0,0.01,0.09
Championship Manager 03/04,PC,2003,1578,0.0,1.15,0.0,0.11,1.26
Championship Manager 2010,PC,2009,16261,0.0,0.01,0.0,0.0,0.01
Championship Manager 3,PC,2003,2049,0.0,0.93,0.0,0.08,1.01
Championship Manager 99/00,PC,1999,1926,0.0,0.98,0.0,0.09,1.07
Championship Manager Season 01/02,PC,2001,14127,0.0,0.03,0.0,0.01,0.03
Championship Motocross 2001 featuring Ricky Carmichael,PS,2001,9049,0.08,0.05,0.0,0.01,0.14
Championship Motocross featuring Ricky Carmichael,PS,1998,3482,0.32,0.22,0.0,0.04,0.58
Championship Pony,DS,2008,10731,0.09,0.0,0.0,0.01,0.1
Championship Surfer,PS,2000,12397,0.03,0.02,0.0,0.0,0.06
Chaos Legion,PS2,2003,5849,0.15,0.12,0.0,0.04,0.30000000000000004
Chaos Rings III,PSV,2014,12713,0.0,0.0,0.06,0.0,0.06
Chaos Wars,PS2,2006,13974,0.0,0.0,0.04,0.0,0.04
Chaos;Child,PS3,2015,16419,0.0,0.0,0.01,0.0,0.01
Chaos;Child,PS4,2015,16336,0.0,0.0,0.01,0.0,0.01
Chaos;Child,PSV,2015,12935,0.0,0.0,0.05,0.0,0.05
Chaos;Head - Love Chu*Chu!,PSP,2011,13687,0.0,0.0,0.04,0.0,0.04
Chaos;Head - Love Chu*Chu!,X360,2010,14360,0.0,0.0,0.03,0.0,0.03
Chaos;Head Noah,PSP,2010,15117,0.0,0.0,0.02,0.0,0.02
