Name,Platform,Year,Rank,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Medal of Honor: Frontline,PS2,2002,115,2.93,2.75,0.17,0.99,6.83
Medal of Honor: Frontline,XB,2002,1270,1.0,0.43,0.0,0.06,1.49
Medal of Honor: Infiltrator,GBA,2003,8955,0.11,0.04,0.0,0.0,0.15
Medal of Honor: Rising Sun,GC,2003,4580,0.33,0.09,0.0,0.01,0.42
Medal of Honor: Rising Sun,PS2,2003,191,1.98,2.23,0.13,0.8,5.13
Medal of Honor: Rising Sun,XB,2003,1735,0.76,0.36,0.0,0.05,1.17
Medal of Honor: Underground,GBA,2002,11716,0.05,0.02,0.0,0.0,0.08
Medal of Honor: Underground,PS,2000,2149,0.54,0.37,0.0,0.06,0.97
Medal of Honor: Vanguard,PS2,2007,14805,0.0,0.0,0.03,0.0,0.03
Medal of Honor: Vanguard,Wii,2007,10516,0.06,0.03,0.0,0.01,0.1
Medal of Honor: Warfighter,PC,2012,5487,0.14,0.15,0.0,0.04,0.33
Medal of Honor: Warfighter,PS3,2012,1313,0.47000000000000003,0.65,0.06,0.28,1.46
Medal of Honor: Warfighter,X360,2012,1727,0.58,0.47000000000000003,0.01,0.1,1.17
Medalot 7,3DS,2012,9339,0.0,0.0,0.13,0.0,0.13
Medarot 2: Kabuto / Kuwagata Version,GB,1999,3697,0.0,0.0,0.54,0.0,0.54
Medarot 3: Kabuto / Kuwagata Version,GB,2000,6334,0.0,0.0,0.27,0.0,0.27
Medarot 4: Kabuto / Kuwagata Version,GB,2001,9867,0.0,0.0,0.12,0.0,0.12
Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,2015,14294,0.0,0.0,0.03,0.0,0.03
Medarot DS: Kabuto / Kuwagata Ver.,DS,2010,9776,0.0,0.0,0.12,0.0,0.12
Medarot: Kabuto / Kuwagata Version,GB,1997,4796,0.0,0.0,0.4,0.0,0.4
MediEvil,PS,1998,2503,0.46,0.31,0.0,0.05,0.8300000000000001
MediEvil II,PS,1999,5045,0.21,0.14,0.0,0.02,0.38
MediEvil: Resurrection,PSP,2005,2519,0.19,0.41000000000000003,0.0,0.22,0.8200000000000001
Medieval Games,Wii,2009,8504,0.14,0.01,0.0,0.01,0.16
Medieval II: Total War,PC,2006,10848,0.0,0.08,0.0,0.02,0.09
Medieval II: Total War Gold Edition,PC,2008,5134,0.0,0.33,0.0,0.03,0.37
Medieval Moves: Deadmund's Quest,PS3,2011,6016,0.13,0.12,0.0,0.05,0.29
Mega Brain Boost,DS,2008,16591,0.01,0.0,0.0,0.0,0.01
Mega Man,NES,1987,2549,0.45,0.08,0.27,0.01,0.81
Mega Man & Bass,GBA,2002,7058,0.16,0.06,0.0,0.0,0.23
Mega Man 2,NES,1988,1248,0.93,0.15,0.42,0.01,1.51
Mega Man 3,NES,1990,1728,0.68,0.1,0.39,0.0,1.17
Mega Man 4,NES,1991,2235,0.51,0.09,0.32,0.01,0.93
Mega Man 5,NES,1992,2612,0.39,0.07,0.32,0.01,0.79
Mega Man 6,NES,1993,3846,0.28,0.07,0.16,0.01,0.52
Mega Man 64,N64,2000,7226,0.14,0.03,0.05,0.0,0.22
Mega Man 7,SNES,1995,6194,0.03,0.01,0.23,0.01,0.28
Mega Man 8 Anniversary Collector's Edition,PS,1996,2356,0.44,0.30000000000000004,0.09,0.06,0.88
Mega Man 8 Anniversary Collector's Edition,SAT,1997,12805,0.0,0.0,0.06,0.0,0.06
Mega Man Anniversary Collection,GC,2004,4634,0.32,0.08,0.0,0.01,0.42
Mega Man Anniversary Collection,PS2,2004,3428,0.29,0.22,0.0,0.08,0.59
Mega Man Anniversary Collection,XB,2005,9466,0.1,0.03,0.0,0.0,0.13
Mega Man Battle Chip Challenge,GBA,2003,10057,0.08,0.03,0.0,0.0,0.11
Mega Man Battle Network,GBA,2001,4576,0.14,0.05,0.22,0.01,0.42
Mega Man Battle Network 2,GBA,2002,5773,0.22,0.08,0.0,0.01,0.31
Mega Man Battle Network 3 Blue / White Version,GBA,2002,1529,0.39,0.02,0.85,0.03,1.29
Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003,1495,0.31,0.04,0.96,0.01,1.32
Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005,10352,0.0,0.0,0.11,0.0,0.11
Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,11883,0.07,0.0,0.0,0.0,0.07
Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004,7084,0.16,0.06,0.0,0.0,0.23
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,2709,0.09,0.03,0.62,0.02,0.76
Mega Man II,GB,1991,6166,0.0,0.0,0.28,0.0,0.28
Mega Man Legacy Collection,3DS,2016,7723,0.13,0.0,0.05,0.02,0.2
Mega Man Legacy Collection,PS4,2016,11744,0.06,0.0,0.0,0.01,0.07
Mega Man Legends,PS,1997,2494,0.39,0.26,0.12,0.05,0.8300000000000001
Mega Man Legends 2,PS,2000,4667,0.17,0.12,0.1,0.03,0.42
Mega Man Maverick Hunter X,PSP,2005,5752,0.27,0.01,0.0,0.03,0.31
Mega Man Network Transmission,GC,2003,8403,0.13,0.03,0.0,0.0,0.17
Mega Man Powered Up,PSP,2006,8999,0.12,0.01,0.0,0.02,0.14
Mega Man Soccer,SNES,1993,8069,0.04,0.01,0.13,0.0,0.18
Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,2007,3478,0.25,0.0,0.31,0.02,0.58
Mega Man Star Force 3: Black Ace / Red Joker,DS,2008,4220,0.22,0.0,0.22,0.02,0.47000000000000003
Mega Man Star Force Dragon / Leo / Pegasus,DS,2006,2167,0.39,0.0,0.53,0.03,0.96
Mega Man X,SNES,1993,1753,0.5700000000000001,0.08,0.5,0.01,1.16
Mega Man X Collection,GC,2006,9641,0.1,0.03,0.0,0.0,0.13
Mega Man X2,SNES,1993,3593,0.09,0.02,0.45,0.0,0.56
Mega Man X3,SNES,1995,5291,0.04,0.01,0.30000000000000004,0.0,0.35000000000000003
Mega Man X4,PS,1996,1998,0.45,0.30000000000000004,0.22,0.07,1.04
Mega Man X4,SAT,1997,12100,0.0,0.0,0.07,0.0,0.07
Mega Man X5,PS,2000,2736,0.30000000000000004,0.21,0.2,0.05,0.75
Mega Man X6,PS,2001,4645,0.14,0.1,0.16,0.03,0.42
Mega Man X7,PS2,2003,3439,0.22,0.17,0.14,0.06,0.58
Mega Man X8,PS2,2004,6018,0.14,0.11,0.0,0.04,0.29
Mega Man X: Command Mission,GC,2004,9679,0.1,0.02,0.0,0.0,0.12
Mega Man X: Command Mission,PS2,2004,8093,0.09,0.07,0.0,0.02,0.18
Mega Man Xtreme,GB,2000,11801,0.0,0.0,0.07,0.0,0.07
Mega Man Xtreme 2,GB,2001,11818,0.0,0.0,0.07,0.0,0.07
Mega Man ZX,DS,2006,5934,0.18,0.0,0.1,0.02,0.30000000000000004
Mega Man ZX Advent,DS,2007,5305,0.23,0.0,0.09,0.02,0.35000000000000003
Mega Man Zero,GBA,2002,3664,0.22,0.08,0.24,0.01,0.55
Mega Man Zero 2,GBA,2003,4523,0.18,0.07,0.17,0.01,0.43
Mega Man Zero 3,GBA,2004,7200,0.16,0.06,0.0,0.0,0.22
Mega Man Zero 4,GBA,2005,10350,0.08,0.03,0.0,0.0,0.11
Mega Man Zero Collection,DS,2010,5256,0.21,0.02,0.11,0.02,0.36
Mega Man: Battle & Chase,PS,1997,12176,0.0,0.0,0.06,0.0,0.07
Mega Man: Dr. Wily's Revenge,GB,1991,6157,0.0,0.0,0.28,0.0,0.28
Mega Minis Volume 2,PSP,2011,14660,0.0,0.02,0.0,0.01,0.03
Mega Minis Volume 3,PSP,2011,12373,0.0,0.05,0.0,0.02,0.06
MegaTagmension Blanc + Neptune VS Zombies,PSV,2015,9920,0.02,0.03,0.05,0.01,0.12
Megamania,2600,1981,1850,1.03,0.06,0.0,0.01,1.1
Megamind: Mega Team Unite,Wii,2010,6846,0.16,0.06,0.0,0.02,0.24
Megamind: The Blue Defender,DS,2010,6410,0.19,0.05,0.0,0.02,0.27
Megamind: The Blue Defender,PSP,2010,9443,0.08,0.03,0.0,0.02,0.13
Megamind: Ultimate Showdown,PS3,2010,8701,0.07,0.06,0.0,0.02,0.16
Megamind: Ultimate Showdown,X360,2010,9763,0.07,0.04,0.0,0.01,0.12
Megpoid the Music#,PSP,2013,14591,0.0,0.0,0.03,0.0,0.03
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,14862,0.0,0.01,0.01,0.0,0.03
Meiji Toukyou Renka,PSP,2013,15509,0.0,0.0,0.02,0.0,0.02
Meiji Toukyou Renka: Twilight Kiss,PSP,2015,15981,0.0,0.0,0.02,0.0,0.02
Meikyuu Cross Blood: Reloaded,X360,2011,15326,0.0,0.0,0.02,0.0,0.02
Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,DS,2009,11393,0.0,0.0,0.08,0.0,0.08
Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,12364,0.0,0.0,0.06,0.0,0.06
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,2008,15371,0.0,0.0,0.02,0.0,0.02
Meitantei Conan: Tantei Ryoku Trainer,DS,2007,12774,0.0,0.0,0.06,0.0,0.06
Meitantei Evangelion,PS2,2007,15299,0.0,0.0,0.02,0.0,0.02
Melty Blood: Act Cadenza,PS2,2006,10019,0.0,0.0,0.11,0.0,0.11
Melty Blood: Actress Again,PS2,2009,12580,0.0,0.0,0.06,0.0,0.06
Memories Off,PSP,2008,16404,0.0,0.0,0.01,0.0,0.01
Memories Off #5: Encore,PS2,2007,15809,0.0,0.0,0.02,0.0,0.02
Memories Off #5: Togireta Film,PSP,2009,16470,0.0,0.0,0.01,0.0,0.01
Memories Off 6: Next Relation,PS2,2009,15974,0.0,0.0,0.02,0.0,0.02
Memories Off 6: T-Wave,PS2,2008,13884,0.0,0.0,0.04,0.0,0.04
Memories Off: Sorekara Again,PS2,2006,15006,0.0,0.0,0.02,0.0,0.02
Memories Off: Yubikiri no Kikou,PSP,2011,15756,0.0,0.0,0.02,0.0,0.02
Memories Off: Yubikiri no Kioku,X360,2010,15739,0.0,0.0,0.02,0.0,0.02
Men in Black II: Alien Escape,GC,2003,16597,0.01,0.0,0.0,0.0,0.01
Men in Black II: Alien Escape,PS2,2002,4013,0.24,0.19,0.0,0.06,0.5
Men in Black The Series: Crashdown,PS,2001,12724,0.03,0.02,0.0,0.0,0.06
Men of Valor,XB,2004,6664,0.19,0.05,0.0,0.01,0.25
Men of War,PC,2009,14302,0.01,0.02,0.0,0.01,0.03
Men of War: Assault Squad,PC,2011,13059,0.01,0.03,0.0,0.01,0.05
Men of War: Vietnam,PC,2011,13711,0.0,0.03,0.0,0.01,0.04
Mercenaries 2: World in Flames,PS2,2008,5039,0.21,0.0,0.0,0.17,0.38
Mercenaries 2: World in Flames,PS3,2008,2385,0.29,0.4,0.02,0.16,0.87
Mercenaries 2: World in Flames,X360,2008,1951,0.65,0.30000000000000004,0.01,0.1,1.06
Mercenaries: Playground of Destruction,PS2,2005,2694,0.64,0.02,0.0,0.1,0.76
Mercenaries: Playground of Destruction,XB,2005,2991,0.54,0.11,0.0,0.03,0.68
Mercury Meltdown,PSP,2006,12585,0.05,0.01,0.0,0.01,0.06
Mercury Meltdown Revolution,Wii,2007,8150,0.16,0.0,0.0,0.01,0.18
Meru Purana,PS,1996,16376,0.0,0.0,0.01,0.0,0.01
Merv Griffin's Crosswords,DS,2008,14637,0.03,0.0,0.0,0.0,0.03
Merv Griffin's Crosswords,Wii,2008,9954,0.11,0.0,0.0,0.01,0.12
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,2008,15018,0.0,0.0,0.02,0.0,0.02
Metal Arms: Glitch in the System,GC,2003,10463,0.08,0.02,0.0,0.0,0.1
Metal Arms: Glitch in the System,PS2,2003,5333,0.17,0.13,0.0,0.04,0.35000000000000003
Metal Arms: Glitch in the System,XB,2003,8267,0.13,0.04,0.0,0.01,0.17
Metal Dungeon,XB,2002,14597,0.02,0.01,0.0,0.0,0.03
Metal Fight Beyblade,DS,2009,10850,0.0,0.0,0.09,0.0,0.09
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010,15581,0.0,0.0,0.02,0.0,0.02
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,12937,0.0,0.0,0.05,0.0,0.05
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010,15771,0.0,0.0,0.02,0.0,0.02
Metal Gear Ac!d,PSP,2004,2370,0.32,0.26,0.12,0.17,0.88
Metal Gear Ac!d 2,PSP,2005,8059,0.11,0.01,0.05,0.01,0.18
Metal Gear Rising: Revengeance,PS3,2013,1293,0.45,0.4,0.44,0.18,1.47
Metal Gear Rising: Revengeance,X360,2013,3994,0.29,0.16,0.0,0.04,0.5
Metal Gear Solid,GB,2000,11950,0.0,0.0,0.07,0.0,0.07
Metal Gear Solid,PS,1998,146,3.18,1.83,0.78,0.24,6.03
Metal Gear Solid 2: Sons of Liberty,PS2,2001,143,2.45,2.01,0.87,0.72,6.05
Metal Gear Solid 2: Substance,PS2,2002,3839,0.18,0.14,0.16,0.05,0.52
Metal Gear Solid 3: Snake Eater,PS2,2004,266,1.46,0.0,0.8300000000000001,1.9300000000000002,4.23
Metal Gear Solid 3: Subsistence,PS2,2005,3635,0.34,0.01,0.15,0.06,0.55
Metal Gear Solid 4: Guns of the Patriots,PS3,2008,145,2.63,1.74,0.8300000000000001,0.8300000000000001,6.03
Metal Gear Solid HD Edition,PS3,2011,10546,0.0,0.0,0.1,0.0,0.1
Metal Gear Solid HD Edition,PSV,2012,4088,0.16,0.18,0.05,0.09,0.48
Metal Gear Solid HD Edition,X360,2011,16536,0.0,0.0,0.01,0.0,0.01
Metal Gear Solid Integral,PS,1999,10361,0.0,0.0,0.1,0.01,0.11
Metal Gear Solid V: Ground Zeroes,PS3,2014,3267,0.14,0.14,0.27,0.06,0.62
Metal Gear Solid V: Ground Zeroes,PS4,2014,1543,0.45,0.46,0.17,0.2,1.28
Metal Gear Solid V: Ground Zeroes,X360,2014,8755,0.07,0.06,0.01,0.01,0.15
Metal Gear Solid V: Ground Zeroes,XOne,2014,6120,0.15,0.11,0.0,0.02,0.28
Metal Gear Solid V: The Phantom Pain,PC,2015,11704,0.0,0.07,0.0,0.0,0.08
Metal Gear Solid V: The Phantom Pain,PS3,2015,2935,0.21,0.18,0.22,0.08,0.7000000000000001
Metal Gear Solid V: The Phantom Pain,PS4,2015,396,1.08,1.35,0.48,0.47000000000000003,3.38
Metal Gear Solid V: The Phantom Pain,X360,2015,7376,0.12,0.08,0.0,0.02,0.21
Metal Gear Solid V: The Phantom Pain,XOne,2015,2896,0.37,0.26,0.01,0.06,0.71
Metal Gear Solid VR Missions,PS,1999,1706,0.66,0.45,0.0,0.08,1.18
Metal Gear Solid: Digital Graphic Novel,PSP,2006,13586,0.02,0.0,0.02,0.0,0.04
Metal Gear Solid: Peace Walker,PSP,2010,800,0.46,0.42,0.96,0.25,2.09
Metal Gear Solid: Peace Walker HD Edition,PS3,2011,8911,0.0,0.0,0.15,0.0,0.15
Metal Gear Solid: Portable Ops,PSP,2006,1687,0.38,0.35000000000000003,0.38,0.09,1.19
Metal Gear Solid: Portable Ops Plus,PSP,2007,2946,0.26,0.01,0.26,0.17,0.6900000000000001
Metal Gear Solid: Snake Eater 3D,3DS,2012,5028,0.15,0.11,0.1,0.02,0.38
Metal Gear Solid: Social Ops,PS2,2002,12464,0.03,0.02,0.0,0.01,0.06
Metal Gear Solid: The Essential Collection,PS2,2007,4227,0.23,0.18,0.0,0.06,0.46
Metal Gear Solid: The Essential Collection (JP sales),PS2,2007,14216,0.0,0.0,0.03,0.0,0.03
Metal Gear Solid: The Legacy Collection,PS3,2013,4917,0.31,0.01,0.03,0.05,0.39
Metal Gear Solid: The Twin Snakes,GC,2004,4224,0.30000000000000004,0.08,0.07,0.01,0.47000000000000003
Metal Max 2 Reloaded,DS,2011,13113,0.0,0.0,0.05,0.0,0.05
Metal Max 3,DS,2010,9534,0.0,0.0,0.13,0.0,0.13
Metal Max 4: Gekkou no Diva,3DS,2013,12604,0.0,0.0,0.06,0.0,0.06
Metal Max Returns,SNES,1995,13724,0.0,0.0,0.04,0.0,0.04
Metal Saga,PS2,2005,14842,0.01,0.01,0.0,0.0,0.03
Metal Saga: Hagane no Kisetsu,DS,2006,14685,0.0,0.0,0.03,0.0,0.03
Metal Slug 3,XB,2004,10447,0.08,0.02,0.0,0.0,0.1
Metal Slug 4 & 5,PS2,2005,10124,0.05,0.04,0.0,0.01,0.11
Metal Slug 4 & 5,XB,2005,13646,0.03,0.01,0.0,0.0,0.04
Metal Slug 7,DS,2008,8993,0.13,0.0,0.01,0.01,0.15
Metal Slug Advance,GBA,2004,11352,0.06,0.02,0.0,0.0,0.08
Metal Slug Anthology,PS2,2007,16195,0.0,0.0,0.01,0.0,0.01
Metal Slug Anthology,PSP,2007,12971,0.02,0.0,0.02,0.01,0.05
Metal Slug Anthology,Wii,2006,8808,0.12,0.01,0.0,0.01,0.15
Metal Slug X,PS,2001,10980,0.05,0.03,0.0,0.01,0.09
Metal Slug XX,PSP,2009,13800,0.03,0.0,0.0,0.0,0.04
Meteos,DS,2005,6980,0.15,0.01,0.06,0.01,0.23
Meteos: Disney Magic,DS,2007,13751,0.01,0.02,0.0,0.0,0.04
Metro 2033,PC,2010,6839,0.0,0.19,0.0,0.05,0.24
Metro 2033,X360,2010,3683,0.22,0.24,0.03,0.05,0.55
Metro: Last Light,PC,2013,7746,0.06,0.11,0.0,0.02,0.19
Metro: Last Light,PS3,2013,4427,0.14,0.2,0.03,0.08,0.44
Metro: Last Light,PS4,2014,2989,0.22,0.30000000000000004,0.04,0.12,0.68
Metro: Last Light,X360,2013,5184,0.17,0.16,0.0,0.03,0.36
Metro: Last Light,XOne,2014,5741,0.15,0.13,0.0,0.03,0.31
Metroid,NES,1986,549,1.33,0.31,1.04,0.05,2.73
Metroid Fusion,GBA,2002,1083,1.18,0.27,0.17,0.06,1.6800000000000002
Metroid II: Return of Samus,GB,1991,989,0.85,0.31,0.56,0.04,1.76
Metroid Prime,GC,2002,520,1.96,0.67,0.1,0.09,2.8200000000000003
Metroid Prime 2: Echoes,GC,2004,1478,0.87,0.35000000000000003,0.07,0.04,1.33
Metroid Prime 3: Corruption,Wii,2007,957,0.91,0.74,0.07,0.09,1.82
Metroid Prime Hunters,DS,2006,2634,0.58,0.04,0.11,0.06,0.78
Metroid Prime Pinball,DS,2005,6603,0.21,0.0,0.02,0.02,0.26
Metroid Prime: Federation Force,3DS,2016,14304,0.02,0.01,0.01,0.0,0.03
Metroid Prime: Trilogy,Wii,2009,3216,0.43,0.05,0.0,0.14,0.63
Metroid: Other M,Wii,2010,1376,0.87,0.31,0.13,0.1,1.4100000000000001
Metroid: Zero Mission,GBA,2004,2476,0.6000000000000001,0.22,0.0,0.01,0.84
MetropolisMania,PS2,2001,11250,0.04,0.03,0.0,0.01,0.09
Mezase!! Tsuri Master DS,DS,2009,16590,0.0,0.0,0.01,0.0,0.01
Mia Hamm Soccer 64,N64,2000,11989,0.06,0.01,0.0,0.0,0.07
Miami Law,DS,2009,10474,0.1,0.0,0.0,0.01,0.1
Miami Nights: Singles in the City,DS,2008,11335,0.08,0.0,0.0,0.01,0.08
Miami Vice: The Game,PSP,2006,12279,0.06,0.0,0.0,0.0,0.06
Michael Jackson: The Experience,DS,2010,6484,0.22,0.03,0.0,0.02,0.26
Michael Jackson: The Experience,PS3,2011,3706,0.25,0.2,0.0,0.08,0.54
Michael Jackson: The Experience,PSP,2010,8667,0.11,0.03,0.0,0.02,0.16
Michael Jackson: The Experience,PSV,2011,10253,0.05,0.04,0.0,0.02,0.11
Michael Jackson: The Experience,Wii,2010,248,2.67,1.35,0.01,0.39,4.42
Michael Jackson: The Experience,X360,2011,2361,0.62,0.2,0.0,0.07,0.88
Michael Jackson: The Experience 3D,3DS,2011,8391,0.13,0.03,0.0,0.01,0.17
Michael Phelps: Push the Limit,X360,2011,10241,0.09,0.01,0.0,0.01,0.11
Mickey's Speedway USA,N64,2000,3362,0.37,0.08,0.14,0.01,0.6000000000000001
Mickey's Speedway USA (weekly JP sales),N64,2000,10471,0.0,0.0,0.1,0.0,0.1
Micro Machines,PS2,2002,9180,0.07,0.05,0.0,0.02,0.14
Micro Machines 64 Turbo,N64,1999,9154,0.11,0.03,0.0,0.0,0.14
Micro Machines V3,PS,1997,10677,0.06,0.04,0.0,0.01,0.1
Micro Machines V4,PS2,2006,16492,0.01,0.0,0.0,0.0,0.01
Micro Machines V4,PSP,2006,15571,0.01,0.0,0.0,0.0,0.02
Microsoft Flight Simulator,PC,1996,195,3.22,1.69,0.0,0.2,5.12
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,11974,0.0,0.06,0.0,0.01,0.07
Microsoft Flight Simulator X,PC,2006,4550,0.02,0.34,0.0,0.07,0.43
Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007,13023,0.0,0.04,0.0,0.01,0.05
Microsoft Train Simulator,PC,2001,13331,0.0,0.04,0.0,0.01,0.05
Middle-Earth: Shadow of Mordor,PC,2014,5217,0.12,0.2,0.0,0.04,0.36
Middle-Earth: Shadow of Mordor,PS3,2014,3183,0.2,0.33,0.01,0.1,0.64
Middle-Earth: Shadow of Mordor,PS4,2014,472,1.01,1.4100000000000001,0.05,0.53,2.99
Middle-Earth: Shadow of Mordor,X360,2014,3731,0.28,0.21,0.0,0.05,0.54
Middle-Earth: Shadow of Mordor,XOne,2014,1484,0.72,0.5,0.01,0.1,1.32
Midnight Club 3: DUB Edition,PSP,2005,341,1.65,1.22,0.0,0.79,3.66
Midnight Club 3: DUB Edition,XB,2005,2780,0.61,0.1,0.0,0.03,0.74
Midnight Club 3: DUB Edition (America weekly sales),PS2,2005,1539,1.22,0.05,0.0,0.01,1.29
Midnight Club 3: DUB Edition Remix,PS2,2006,1746,0.97,0.04,0.0,0.16,1.16
Midnight Club 3: DUB Edition Remix,XB,2006,7532,0.15,0.04,0.0,0.01,0.2
Midnight Club II,PS2,2003,973,1.25,0.29,0.0,0.24,1.78
Midnight Club II,XB,2003,3959,0.42,0.06,0.0,0.02,0.5
Midnight Club: LA Remix,PSP,2008,2098,0.52,0.28,0.0,0.19,0.99
Midnight Club: Los Angeles,PS3,2008,629,1.55,0.54,0.05,0.31,2.45
Midnight Club: Los Angeles,X360,2008,676,1.6800000000000002,0.46,0.01,0.2,2.35
Midnight Club: Street Racing,GBA,2001,4133,0.34,0.13,0.0,0.01,0.48
Midnight Club: Street Racing,PS2,2000,577,2.0,0.47000000000000003,0.02,0.14,2.63
Midnight Magic,2600,1983,3955,0.47000000000000003,0.03,0.0,0.01,0.5
Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010,9426,0.08,0.04,0.0,0.01,0.13
Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,2009,14256,0.0,0.03,0.0,0.01,0.03
Midnight Play! Pack,DS,2008,11207,0.08,0.0,0.0,0.01,0.09
Midtown Madness 3,XB,2003,5826,0.23,0.07,0.0,0.01,0.30000000000000004
Midway Arcade Treasures,GC,2003,8437,0.13,0.03,0.0,0.0,0.17
Midway Arcade Treasures,PS2,2003,1303,0.72,0.56,0.0,0.19,1.46
Midway Arcade Treasures,XB,2003,4558,0.33,0.08,0.0,0.01,0.43
Midway Arcade Treasures 2,GC,2004,8520,0.13,0.03,0.0,0.0,0.16
Midway Arcade Treasures 2,PS2,2004,3007,0.33,0.26,0.0,0.09,0.68
Midway Arcade Treasures 2,XB,2004,5785,0.24,0.05,0.0,0.01,0.31
Midway Arcade Treasures 3,GC,2005,12093,0.05,0.01,0.0,0.0,0.07
Midway Arcade Treasures 3,PS2,2005,8539,0.08,0.06,0.0,0.02,0.16
Midway Arcade Treasures 3,XB,2005,11504,0.06,0.02,0.0,0.0,0.08
Midway Arcade Treasures: Extended Play,PSP,2005,6826,0.21,0.01,0.0,0.02,0.24
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996,2202,0.52,0.36,0.0,0.06,0.9400000000000001
Midway's Greatest Arcade Hits,GBA,2001,6669,0.18,0.07,0.0,0.0,0.25
Midway's Greatest Arcade Hits Volume 1,N64,2000,6871,0.19,0.05,0.0,0.0,0.24
Might & Magic Heroes VI,PC,2011,5702,0.12,0.14,0.0,0.05,0.31
Might & Magic Heroes VII,PC,2015,11214,0.0,0.08,0.0,0.0,0.09
Might & Magic X: Legacy,PC,2014,14097,0.0,0.03,0.0,0.0,0.04
Might & Magic: Clash of Heroes,DS,2009,7809,0.16,0.02,0.0,0.01,0.19
Mighty Beanz: Pocket Puzzles,GBA,2004,12786,0.04,0.01,0.0,0.0,0.06
Mighty No. 9,PS4,2016,13437,0.04,0.0,0.0,0.01,0.05
Mighty No. 9,WiiU,2016,15469,0.01,0.01,0.0,0.0,0.02
Mighty No. 9,XOne,2016,16565,0.01,0.0,0.0,0.0,0.01
Mike Piazza's Strike Zone,N64,1998,12514,0.05,0.01,0.0,0.0,0.06
Mike Tyson Boxing,GBA,2002,13775,0.03,0.01,0.0,0.0,0.04
Mike Tyson Heavyweight Boxing,XB,2002,13392,0.03,0.01,0.0,0.0,0.05
Mike Tyson's Punch-Out!!,NES,1987,466,2.03,0.47000000000000003,0.45,0.07,3.02
Military History: Commander - Europe at War,DS,2009,16175,0.0,0.01,0.0,0.0,0.01
Military History: Commander - Europe at War,PSP,2009,15291,0.0,0.01,0.0,0.01,0.02
Million God,PS2,2002,11241,0.0,0.0,0.09,0.0,0.09
Millipede,2600,1983,4098,0.45,0.03,0.0,0.01,0.48
Millipede / Super Breakout / Lunar Lander,GBA,2005,13476,0.03,0.01,0.0,0.0,0.04
Milo's Astro Lanes,N64,1998,10643,0.08,0.02,0.0,0.0,0.1
Mimana Iyar Chronicle,PSP,2009,11064,0.07,0.0,0.01,0.01,0.09
Mind Quiz,PSP,2006,10801,0.08,0.01,0.0,0.01,0.1
Mind Quiz: Your Brain Coach,DS,2006,11707,0.0,0.0,0.08,0.0,0.08
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,2009,14932,0.0,0.02,0.0,0.0,0.02
Mind Zero,PSV,2013,8835,0.08,0.0,0.04,0.02,0.15
Mind over Matter,DS,2010,15240,0.02,0.0,0.0,0.0,0.02
MindJack,PS3,2011,8118,0.07,0.08,0.0,0.03,0.18
MindJack,X360,2011,10815,0.07,0.02,0.0,0.01,0.1
Minecraft,PS3,2014,169,1.97,2.51,0.0,0.9400000000000001,5.42
Minecraft,PS4,2014,298,1.38,1.87,0.12,0.65,4.02
Minecraft,PSV,2014,715,0.28,0.79,0.87,0.32,2.25
Minecraft,WiiU,2016,4515,0.18,0.09,0.14,0.03,0.43
Minecraft,X360,2013,73,5.58,2.83,0.02,0.77,9.2
Minecraft,XOne,2014,644,1.43,0.76,0.0,0.22,2.41
Minecraft: Story Mode,PC,2015,11592,0.02,0.05,0.0,0.01,0.08
Minecraft: Story Mode,PS3,2015,2952,0.25,0.33,0.0,0.11,0.6900000000000001
Minecraft: Story Mode,PS4,2015,3037,0.23,0.33,0.0,0.11,0.67
Minecraft: Story Mode,X360,2015,2287,0.46,0.38,0.0,0.08,0.91
Minecraft: Story Mode,XOne,2015,3712,0.29,0.21,0.0,0.05,0.54
Mini Desktop Racing,Wii,2007,16576,0.01,0.0,0.0,0.0,0.01
Mini Ninjas,DS,2009,5292,0.17,0.15,0.0,0.04,0.35000000000000003
Mini Ninjas,PC,2009,15444,0.0,0.02,0.0,0.0,0.02
