,Name,Platform,Play Score,Game Score,Critic Score
9770,The Exorcist: Legion VR,PS4,7.49,7.42,7.55
9771,Pro Evolution Soccer 2009,PC,7.49,7.42,7.55
9772,Disaster Report 4 Plus: Summer Memories,PC,6.65,7.42,5.89
9773,Major League Baseball 2K8,PS3,7.1,7.42,6.79
9774,Order of Battle: World War II,PC,7.59,7.42,7.75
9775,Earthfall,PS4,6.66,7.42,5.9
9776,Watchmen: The End Is Nigh,PS3,6.68,7.42,5.94
9777,Scribblenauts: Showdown,Switch,6.41,7.42,5.39
9778,Panzer Tactics HD,PC,7.26,7.42,7.11
9779,Baobabs Mausoleum Ep.1: Ovnifagos Don't Eat Flamingos,PC,7.31,7.42,7.21
9780,Dragon Age: Inquisition,PC,7.92,7.42,8.42
9781,MX vs ATV All Out,PS4,6.62,7.42,5.82
9782,Killer Instinct,Xbox One,7.34,7.42,7.27
9783,Generation Zero,Xbox One,6.2,7.42,4.99
9784,Lumo,PS4,7.31,7.42,7.21
9785,Attack on Titan: Assault,Android,6.72,7.42,6.03
9786,Spellweaver,PC,7.07,7.42,6.72
9787,Pro Evolution Soccer 2013,PC,7.44,7.41,7.48
9788,Assassin's Creed III,PC,7.74,7.41,8.07
9789,Lethal VR,PS4,7.04,7.41,6.67
9790,WE ARE DOOMED,PS4,7.15,7.41,6.9
9791,ChronoBlade,Android,7.35,7.41,7.28
9792,Of Orcs and Men,PC,7.42,7.41,7.43
9793,2Dark,Xbox One,7.27,7.41,7.13
9794,My Majesty,Android,7.3,7.41,7.18
9795,Mayhem Combat - Fighting Game,Android,7.52,7.41,7.63
9796,7 Wonders,iOS,7.37,7.41,7.33
9797,Super Star Wars,PS4,7.4,7.41,7.39
9798,Wolfenstein II: The New Colossus,PC,7.93,7.41,8.44
9799,The Bunker,Xbox One,7.34,7.41,7.27
9800,My Hero One's Justice,PC,7.27,7.41,7.13
9801,Call of Cthulhu,PC,7.09,7.41,6.77
9802,"Invisible, Inc. Console Edition",PS4,7.69,7.41,7.97
9803,Rowdy Wrestling,iOS,7.62,7.41,7.83
9804,The Dwarves,PC,6.98,7.41,6.56
9805,RebirthM,Android,7.57,7.41,7.73
9806,Aion: Legions of War,Android,7.28,7.4,7.16
9807,Spoiler Alert,PC,6.26,7.4,5.11
9808,Meltdown,Android,7.51,7.4,7.62
9809,Endless Boss Fight,Android,7.33,7.4,7.26
9810,Apex Legends,Xbox One,7.91,7.4,8.42
9811,Submerged,PC,6.36,7.4,5.32
9812,Robots Love Ice Cream,Android,7.34,7.4,7.28
9813,Ever Forward,PC,7.14,7.4,6.88
9814,Merged!,Android,7.47,7.4,7.53
9815,Mercenaries 2: World in Flames,PC,6.95,7.4,6.51
9816,Elite: Dangerous,PC,7.64,7.4,7.89
9817,Enemy Front,PS3,6.13,7.4,4.86
9818,Bottom of the 9th,Android,7.21,7.4,7.02
9819,Robotics!,Android,7.04,7.4,6.68
9820,Saint Seiya Awakening,Android,7.5,7.4,7.61
9821,Wild Blood,Android,7.34,7.4,7.28
9822,REDCON,Android,7.72,7.4,8.03
9823,Assassin's Creed Identity,Android,7.53,7.4,7.66
9824,Guitar Hero: Aerosmith,Xbox 360,6.95,7.4,6.5
9825,The Elder Scrolls: Legends,PC,7.61,7.4,7.82
9826,Curses 'N Chaos,PS4,7.44,7.4,7.48
9827,KartRider Rush+,Android,7.91,7.4,8.42
9828,Snipers vs Thieves,Android,7.56,7.4,7.72
9829,Heroes Evolved,Android,7.53,7.4,7.66
9830,Super Mario Run,Android,7.58,7.4,7.76
9831,Assault Android Cactus,Xbox One,7.68,7.4,7.95
9832,NBA Playgrounds,PC,7.08,7.4,6.75
9833,Swing Copters,Android,6.93,7.4,6.46
9834,Mini DAYZ - Survival Game,iOS,7.14,7.4,6.89
9835,RIFT,PC,7.69,7.4,7.98
9836,MXGP2 - The Official Motocross Videogame,PS4,7.01,7.4,6.61
9837,Raiden V,Xbox One,7.28,7.4,7.15
9838,Morphite,PC,7.0,7.4,6.61
9839,Vampyr,PC,7.34,7.4,7.29
9840,Mantis Burn Racing,Xbox One,7.46,7.4,7.52
9841,The Raven: Legacy of a Master Thief Chapter 1 - The Eye of the Sphinx,PC,7.21,7.4,7.02
9842,Robert Ludlum's The Bourne Conspiracy,PS3,7.24,7.4,7.09
9843,Dark Sector,PS3,7.26,7.4,7.12
9844,Kane & Lynch 2: Dog Days,PS3,6.83,7.4,6.26
9845,Little Inferno,Switch,7.28,7.4,7.17
9846,Tokyo Mirage Sessions #FE Encore,Switch,7.74,7.39,8.09
9847,Back to Bed,PC,6.96,7.39,6.53
9848,Hacktag,PC,7.34,7.39,7.29
9849,Feist,PC,7.18,7.39,6.96
9850,Aven Colony,PC,7.05,7.39,6.71
9851,Richard & Alice,PC,7.28,7.39,7.16
9852,Pacer,PC,6.69,7.39,5.99
9853,Valkyria Revolution,Xbox One,6.31,7.39,5.24
9854,The Elder Scrolls Online: Tamriel Unlimited,Xbox One,7.29,7.39,7.18
9855,ONINAKI,Switch,7.24,7.39,7.1
9856,Grand Slam Tennis 2,PS3,7.2,7.39,7.0
9857,Lost Planet: Extreme Condition,PS3,7.14,7.39,6.9
9858,The Castles Of Burgundy,iOS,7.74,7.39,8.08
9859,Vive le Roi,Android,7.1,7.39,6.81
9860,NASCAR 09,PS3,7.23,7.39,7.06
9861,MotoGP 18,PC,7.33,7.39,7.26
9862,One Punch Man: A Hero Nobody Knows,Xbox One,6.67,7.39,5.96
9863,Dead State,PC,7.21,7.39,7.04
9864,Sea of Thieves,PC,7.12,7.39,6.85
9865,Sushi Go!,iOS,7.7,7.39,8.02
9866,Democracy 3,PC,7.08,7.38,6.78
9867,The Lord of the Rings: Conquest,PS3,6.97,7.38,6.55
9868,Grand Ages: ROME,PC,7.24,7.38,7.09
9869,Pro Evolution Soccer 2014,Xbox 360,7.27,7.38,7.15
9870,Back in 1995,PC,6.57,7.38,5.76
9871,Titanfall,PC,7.92,7.38,8.46
9872,Saints Row: Gat out of Hell,PC,7.17,7.38,6.95
9873,Clive Barker's Jericho,PC,7.04,7.38,6.71
9874,Bus Simulator,Xbox One,7.18,7.38,6.98
9875,Rugby World Cup 2011,PS3,6.64,7.38,5.9
9876,Lumo,PC,7.49,7.38,7.59
9877,Snow Kids,iOS,7.23,7.38,7.08
9878,Tembo the Badass Elephant,PC,7.3,7.38,7.23
9879,Stranglehold,PC,7.44,7.38,7.51
9880,Reaching for Petals,PC,7.06,7.38,6.75
9881,Hydrophobia Prophecy,PS3,7.21,7.37,7.04
9882,The Dwarves,Xbox One,6.92,7.37,6.46
9883,Strike Vector EX,PS4,7.27,7.37,7.17
9884,Pocket Run Pool,iOS,8.05,7.37,8.72
9885,Need for Speed: Carbon,PC,7.43,7.37,7.48
9886,#IDARB,Xbox One,7.58,7.37,7.78
9887,Aion,PC,7.56,7.37,7.76
9888,Peter Jackson's King Kong,PC,7.57,7.37,7.76
9889,EverQuest II,PC,7.65,7.37,7.94
9890,Satellite Reign,PC,7.54,7.37,7.7
9891,Star Hammer: The Vanguard Prophecy,PC,7.07,7.37,6.78
9892,Bionic Commando,PC,7.27,7.37,7.17
9893,Projection: First Light,iOS,7.65,7.37,7.93
9894,Island Time VR,PS4,6.77,7.36,6.17
9895,BattleForge,PC,7.38,7.36,7.4
9896,Pillars of Eternity II: Deadfire - Ultimate Edition,PS4,7.47,7.36,7.58
9897,Army of Two,PS3,7.16,7.36,6.95
9898,Rock of Ages 3: Make & Break,PC,7.26,7.36,7.15
9899,Fallout 76,PC,6.23,7.36,5.1
9900,Alien Breed 3: Descent,PC,6.88,7.36,6.4
9901,Game of Thrones,PS3,6.69,7.36,6.03
9902,Sacred 2: Fallen Angel,PC,7.32,7.36,7.27
9903,Galactic Civilizations II: Dread Lords,PC,7.53,7.36,7.71
9904,Dungeon Hunter: Alliance,PS Vita,6.38,7.36,5.39
9905,Friday the 13th: The Game,Xbox One,6.69,7.36,6.03
9906,One Dog Story,PC,6.87,7.36,6.39
9907,Tron: Evolution,PS3,6.93,7.36,6.49
9908,Trouserheart,Android,7.57,7.36,7.78
9909,Monster Energy Supercross - The Official Videogame,PC,7.11,7.36,6.86
9910,Warbanners,PC,6.83,7.36,6.31
9911,Clive Barker's Jericho,PS3,7.09,7.35,6.83
9912,Moero Chronicle,PC,6.7,7.35,6.04
9913,FATED: The Silent Oath,PC,6.85,7.35,6.34
9914,The History Channel: Civil War – A Nation Divided,Xbox 360,6.77,7.35,6.19
9915,Elegy for a Dead World,PC,7.01,7.35,6.68
9916,El Shaddai: Ascension of the Metatron,PS3,7.5,7.35,7.65
9917,Californium,PC,6.79,7.35,6.24
9918,Need for Speed: Shift,PC,7.78,7.35,8.2
9919,Velocity 2X,Xbox One,7.5,7.35,7.64
9920,Contract Killer: Sniper,iOS,7.11,7.35,6.87
9921,Pro Evolution Soccer 2010,PS3,7.52,7.35,7.69
9922,bit Dungeon II,iOS,7.14,7.35,6.93
9923,Pro Evolution Soccer 2009,PS3,7.32,7.35,7.3
9924,Destiny,PS4,7.44,7.35,7.53
9925,Super Mario Run,iOS,7.57,7.35,7.79
9926,Age of Wushu Dynasty,iOS,7.59,7.35,7.83
9927,SteamWorld Quest: Hand of Gilgamech,Switch,7.72,7.35,8.09
9928,Dangerous Golf,PC,6.75,7.35,6.16
9929,Rage,PC,7.64,7.34,7.94
9930,Steel Rats,PC,6.88,7.34,6.42
9931,Werewolves Within,PC,7.26,7.34,7.18
9932,Steredenn,Xbox One,7.45,7.34,7.56
9933,Tokyo Twilight Ghost Hunters,PS3,7.06,7.34,6.78
9934,OlliOlli 2: XL Edition,Xbox One,7.58,7.34,7.82
9935,Dub Dash,PC,7.07,7.34,6.79
9936,Need for Speed: ProStreet,PS3,7.41,7.34,7.49
9937,The Book of Unwritten Tales 2,Xbox One,7.4,7.34,7.47
9938,Afro Samurai,PS3,6.99,7.34,6.65
9939,Madden NFL 18,Xbox One,7.66,7.34,7.99
9940,RymdResa,PC,7.22,7.33,7.11
9941,Forged of Blood,PC,6.91,7.33,6.48
9942,Syndicate,PS3,7.37,7.33,7.4
9943,FZ9: Timeshift,iOS,7.7,7.33,8.07
9944,Jump Force,Xbox One,6.74,7.33,6.14
9945,Ghostbusters: Sanctum of Slime,PS3,6.44,7.33,5.55
9946,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Xbox 360,6.37,7.33,5.41
9947,Sniper Elite V2 Remastered,Xbox One,7.15,7.33,6.97
9948,Adventure Time: Pirates of The Enchiridion,Xbox One,6.86,7.33,6.39
9949,Call of Duty 3,PS3,7.46,7.33,7.6
9950,Empire Earth II,PC,7.49,7.33,7.64
9951,The Sims 4,PC,7.14,7.33,6.95
9952,Wizard of Legend,Xbox One,7.46,7.33,7.59
9953,Levelhead,Xbox One,7.53,7.33,7.73
9954,Toy Soldiers: War Chest,PS4,6.99,7.33,6.65
9955,Cross of the Dutchman,PC,6.84,7.33,6.36
9956,TouchTone,iOS,7.78,7.33,8.22
9957,Distant Worlds: Universe,PC,7.58,7.33,7.83
9958,Adventure Time: Pirates of The Enchiridion,Switch,6.58,7.33,5.82
9959,Sid Meier's Starships,iOS,7.48,7.33,7.63
9960,The Incredible Adventures of Van Helsing: Final Cut,PC,7.16,7.33,6.99
9961,Time Crisis 4,PS3,6.82,7.32,6.32
9962,Knights Contract,Xbox 360,6.45,7.32,5.58
9963,F1 2011,PC,7.6,7.32,7.88
9964,Maldita Castilla EX - Cursed Castile,Xbox One,7.66,7.32,8.01
9965,Ancestors: the Humankind Odyssey,PC,6.9,7.32,6.47
9966,White Day: A Labyrinth Named School,PC,7.1,7.32,6.89
9967,Rise & Shine,PC,7.02,7.32,6.72
9968,Ratchet & Clank: BTN,iOS,6.89,7.32,6.47
9969,Kingdom Under Fire II,PC,7.0,7.32,6.67
9970,Beast Quest,PS4,6.11,7.32,4.91
9971,Rad Rodgers,PC,6.86,7.32,6.41
9972,West of Dead,PC,7.28,7.32,7.24
9973,NHL 13,PS3,7.75,7.32,8.18
9974,Raging Justice,PC,6.93,7.32,6.54
9975,Decay: The Mare,PC,6.88,7.32,6.44
9976,Super Kirby Clash,Switch,7.21,7.32,7.1
9977,Mafia III,Xbox One,7.12,7.32,6.93
9978,Pool Nation,Xbox 360,7.23,7.32,7.14
9979,The Inpatient,PS4,6.72,7.32,6.12
9980,Exit the Gungeon,PC,6.97,7.32,6.63
9981,The Pinball Arcade,PS4,7.66,7.31,8.01
9982,Stranglehold,PS3,7.43,7.31,7.55
9983,Spike Volleyball,Xbox One,6.56,7.31,5.81
9984,Bard's Gold,Xbox One,7.21,7.31,7.11
9985,Metal Gear Solid V: Ground Zeroes,Xbox One,7.42,7.31,7.52
9986,Genetic Disaster,PC,7.03,7.31,6.76
9987,Wizardry Online,PC,6.81,7.31,6.31
9988,007: Quantum of Solace,PC,7.09,7.31,6.87
9989,Total War: Shogun 2 – Fall of the Samurai,PC,7.81,7.31,8.32
9990,Saint Seiya Awakening,iOS,7.48,7.31,7.66
9991,MotoGP 20,Xbox One,7.51,7.31,7.71
9992,Nostradamus: The Last Prophecy,PC,7.15,7.31,6.99
9993,Thronebreaker: The Witcher Tales,Xbox One,7.64,7.31,7.97
9994,Space Hulk: Deathwing - Enhanced Edition,PC,6.97,7.31,6.63
9995,Dungelot: Shattered Lands,PC,7.17,7.31,7.04
9996,Blazing Chrome,Xbox One,7.51,7.31,7.7
9997,Stealth Inc 2: A Game of Clones,PC,7.17,7.31,7.03
9998,Super Mega Baseball 2,Xbox One,7.61,7.31,7.92
9999,Sudden Strike 4,PC,7.18,7.3,7.06
10000,Universe at War: Earth Assault,Xbox 360,7.02,7.3,6.74
10001,Snake Pass,Xbox One,7.24,7.3,7.18
10002,DiRT 4,PC,7.65,7.3,8.0
10003,Deadfall Adventures,PC,6.5,7.3,5.69
10004,Pillars of Eternity: Complete Edition,Xbox One,7.79,7.3,8.28
10005,Hellbound,PC,6.95,7.3,6.59
10006,Z-Run,PS Vita,6.35,7.3,5.39
10007,Space Engineers,Xbox One,7.08,7.3,6.87
10008,RESIDENT EVIL REVELATIONS,Xbox One,7.24,7.3,7.18
10009,Grand Ages: Medieval,PS4,7.17,7.3,7.03
10010,Space Junkies,PC,7.42,7.3,7.54
10011,Gang Beasts,PC,7.02,7.3,6.74
10012,Sacred 2: Fallen Angel,PS3,7.24,7.3,7.19
10013,Livelock,Xbox One,7.41,7.3,7.52
10014,Ultratron,Xbox One,7.26,7.3,7.23
10015,Mega Coin Squad,Xbox One,7.4,7.3,7.51
10016,Heroes of Might & Magic III – HD Edition,PC,7.13,7.3,6.96
10017,Stronghold 2,PC,7.2,7.3,7.09
10018,The Chronicles of Narnia: Prince Caspian,PS3,6.98,7.3,6.65
10019,Unmechanical: Extended,Xbox One,7.22,7.3,7.14
10020,Secret Ponchos,PS4,6.99,7.29,6.69
10021,Mars: War Logs,PC,6.72,7.29,6.15
10022,We Happy Few,PC,6.82,7.29,6.35
10023,Armored Core 4,Xbox 360,7.09,7.29,6.89
10024,The Banner Saga 2,Xbox One,7.63,7.29,7.97
10025,Ashworld,iOS,7.25,7.29,7.21
10026,Hexodius,PC,6.88,7.29,6.46
10027,Pro Evolution Soccer 2016,PC,7.71,7.29,8.13
10028,A Golden Wake,PC,7.52,7.29,7.75
10029,The First Templar,PC,6.81,7.29,6.32
10030,Let's Fish! Hooked On,PS Vita,6.3,7.29,5.3
10031,The Assembly,PC,6.88,7.29,6.47
10032,RAID HQ,iOS,7.65,7.29,8.01
10033,0RBITALIS,PC,7.14,7.29,7.0
10034,GRID,Xbox One,7.31,7.29,7.33
10035,Ether One,PS4,7.27,7.29,7.25
10036,The Outer Worlds,PC,7.6,7.29,7.91
10037,Street Fighter V: Champion Edition,PC,7.74,7.29,8.2
10038,The Legend of Spyro: Dawn of the Dragon,PS3,7.0,7.29,6.71
10039,My Time At Portia,Switch,7.27,7.29,7.25
10040,Transformers: Revenge of the Fallen,PC,6.86,7.29,6.44
10041,Aven Colony,Xbox One,7.18,7.28,7.09
10042,Through the Woods,PC,7.23,7.28,7.18
10043,NBA 2K14,PC,7.56,7.28,7.83
10044,Carmageddon: Max Damage,Xbox One,6.75,7.28,6.22
10045,Ronin,PC,7.13,7.28,6.98
10046,Blitz Brigade: Rival Tactics,iOS,6.81,7.28,6.33
10047,Project CARS 2,Xbox One,7.68,7.28,8.09
10048,One Piece: Unlimited World Red Deluxe Edition,PC,7.18,7.28,7.08
10049,Night Call,PC,6.99,7.28,6.69
10050,Brut@l,PC,7.23,7.28,7.18
10051,WarGroove,Xbox One,7.65,7.27,8.03
10052,James Cameron's Avatar: The Game,PC,7.13,7.27,6.99
10053,Futuridium EP Deluxe,PS4,7.22,7.27,7.16
10054,Hunting Simulator,PS4,6.92,7.27,6.56
10055,Wheelman,PC,6.73,7.27,6.18
10056,Pirates of the Burning Sea,PC,7.37,7.27,7.46
10057,Hellgate: London,PC,7.27,7.27,7.28
10058,Iron Harvest,PC,7.46,7.27,7.66
10059,The Settlers: Rise of an Empire,PC,7.02,7.27,6.77
10060,Trüberbrook,PC,7.0,7.27,6.74
10061,Minit,Switch,7.51,7.27,7.75
10062,Dragon Fin Soup,PS4,7.12,7.26,6.98
10063,Demigod,PC,7.37,7.26,7.47
10064,Robinson: The Journey,PS4,6.85,7.26,6.44
10065,The Golf Club 2019 featuring the PGA TOUR,PS4,7.36,7.26,7.46
10066,Alien Breed 2: Assault,PC,7.36,7.26,7.46
10067,MechWarrior Online,PC,7.22,7.26,7.19
10068,The Walking Dead: Michonne,iOS,7.2,7.26,7.14
10069,Kerbal Space Program,Xbox One,7.4,7.26,7.54
10070,You Don't Know Jack,PC,7.5,7.26,7.74
10071,Divinity: Dragon Commander,PC,7.44,7.26,7.62
10072,Max Gentlemen,Android,7.24,7.26,7.22
10073,Coffin Dodgers,PS4,6.23,7.26,5.19
10074,NBA Live 16,Xbox One,6.78,7.26,6.3
10075,MotoGP 17,PC,7.14,7.26,7.03
10076,LUMINES PUZZLE & MUSIC,Android,7.64,7.26,8.02
10077,Cure Hunters,iOS,7.21,7.26,7.16
10078,Warlords Awakening,PC,6.71,7.26,6.16
10079,The Swindle,PS4,7.27,7.26,7.28
10080,Agatha Christie: The ABC Murders,Xbox One,6.92,7.25,6.58
10081,Tokyo 42,PC,7.23,7.25,7.2
10082,NASCAR The Game: 2011,Xbox 360,6.76,7.25,6.27
10083,Chasm,PC,7.22,7.25,7.19
10084,Between Me and The Night,PC,7.14,7.25,7.04
10085,Thief,Xbox One,7.02,7.25,6.79
10086,Project Root,PS4,6.12,7.25,4.98
10087,Harry Potter and the Half Blood Prince,PS3,6.89,7.25,6.53
10088,Fallout 76,Xbox One,6.22,7.25,5.18
10089,Fallout Shelter,Switch,7.11,7.25,6.97
10090,Genesis Alpha One,PC,7.13,7.25,7.01
10091,Stellaris: Synthetic Dawn,PC,7.15,7.25,7.04
10092,My Lovely Daughter,PC,7.19,7.25,7.13
10093,Hyperdimension Neptunia,PS3,6.1,7.25,4.95
10094,I Am Setsuna,PC,7.27,7.25,7.29
10095,XCOM 2,Xbox One,7.72,7.25,8.2
10096,Children of Zodiarcs,PC,7.29,7.25,7.33
10097,State of Decay 2,Xbox One,7.02,7.24,6.8
10098,Lego Rock Band,PS3,7.2,7.24,7.16
10099,Arslan: The Warriors of Legend,PC,7.03,7.24,6.82
10100,Eisenhorn: XENOS,iOS,7.0,7.24,6.76
10101,Bound by Flame,PS4,6.54,7.24,5.84
10102,Viking: Battle for Asgard,PS3,6.96,7.24,6.68
10103,Juiced,PC,6.98,7.24,6.73
10104,Virtua Tennis 4,PS3,6.97,7.24,6.69
10105,Warhammer: Vermintide 2,Xbox One,7.58,7.24,7.93
10106,Dungeon Punks,Xbox One,7.01,7.24,6.78
10107,Call of Duty: Black Ops 4,PC,7.72,7.24,8.2
10108,Soul Axiom,Xbox One,6.9,7.24,6.56
10109,Dauntless,Xbox One,7.64,7.24,8.04
10110,Assassin's Creed Chronicles: China,PC,7.15,7.24,7.07
10111,EXILES,Android,7.37,7.24,7.5
10112,Below,PC,7.23,7.24,7.23
10113,F1 2013,PC,7.57,7.24,7.91
10114,Sega Superstars Tennis,Xbox 360,7.13,7.24,7.03
10115,Dear Esther: Landmark Edition,PS4,6.92,7.24,6.6
10116,Beyond Eyes,PC,7.08,7.23,6.92
10117,Destiny 2,Xbox One,7.7,7.23,8.16
10118,Operation Flashpoint: Red River,PC,7.08,7.23,6.93
10119,Albino Lullaby: Episode 1,PC,6.85,7.23,6.46
10120,Sports Bar VR,PS4,6.89,7.23,6.54
10121,Conan Unconquered,PC,6.83,7.23,6.44
10122,Stairs,PC,7.09,7.23,6.96
10123,Shiness: The Lightning Kingdom,PC,7.0,7.23,6.77
10124,Depth of Extinction,PC,7.08,7.23,6.93
10125,NBA 2K Playgrounds 2,Xbox One,7.0,7.23,6.77
10126,B3 Game Expo For Bees,Wii U,6.53,7.23,5.83
10127,There Came an Echo,PC,6.92,7.23,6.61
10128,MXGP2 - The Official Motocross Videogame,PC,6.96,7.23,6.69
10129,Tempest 4000,PC,7.33,7.23,7.43
10130,Mosaic,PC,7.03,7.23,6.83
10131,Yaga The Roleplaying Folktale,iOS,7.61,7.23,7.99
10132,Halo: Combat Evolved Anniversary,PC,7.27,7.23,7.32
10133,Infinity Runner,PC,6.6,7.23,5.97
10134,FIFA Soccer 13,PC,7.75,7.23,8.27
10135,Level 22: Gary's Misadventure,Xbox One,6.9,7.23,6.58
10136,The Golf Club™ 2019 featuring PGA TOUR,PC,7.31,7.22,7.39
10137,Angry Birds VR: Isle of Pigs,PS4,7.18,7.22,7.14
10138,ZONE OF THE ENDERS THE 2nd RUNNER : M∀RS,PC,7.23,7.22,7.24
10139,Mass Effect: Andromeda,PC,7.38,7.22,7.53
10140,DRAGON QUEST,Switch,7.03,7.22,6.83
10141,Hellpoint,Xbox One,6.98,7.22,6.74
10142,CivCity: Rome,PC,6.96,7.22,6.7
10143,Cross Edge,PS3,6.45,7.22,5.67
10144,Bleeding Edge,PC,6.87,7.22,6.53
10145,Monster Jam Steel Titans,Xbox One,6.37,7.22,5.52
10146,SpellForce 3,PC,7.16,7.22,7.11
10147,Starpoint Gemini Warlords,PC,7.19,7.22,7.16
10148,Untitled Goose Game,PC,7.51,7.22,7.8
10149,Painkiller: Overdose,PC,7.09,7.21,6.98
10150,Tom Clancy's Splinter Cell: Conviction,PC,7.55,7.21,7.9
10151,Harry Potter and the Half Blood Prince,PC,6.95,7.21,6.68
10152,Apex Legends,PC,7.92,7.21,8.62
10153,Pro Evolution Soccer 2012,PC,7.47,7.21,7.72
10154,Yatagarasu Attack on Cataclysm,PC,7.27,7.21,7.32
10155,Has-Been Heroes,Switch,6.63,7.21,6.05
10156,Killer Instinct: Season 2 Ultra Edition,Xbox One,7.64,7.21,8.08
10157,Super Toy Cars,PC,6.42,7.21,5.63
10158,Halo: Reach,Xbox One,7.82,7.21,8.42
10159,Steel Division: Normandy 44,PC,7.66,7.21,8.12
10160,Arma Tactics,Android,6.87,7.21,6.53
10161,The Long Siege,iOS,7.65,7.21,8.08
10162,Operation Flashpoint: Dragon Rising,PS3,7.35,7.21,7.49
10163,Age of Wonders: Planetfall,Xbox One,7.65,7.21,8.1
10164,Original Journey,PC,6.75,7.21,6.29
10165,Layers of Fear 2,PC,7.22,7.21,7.23
10166,White Night,Xbox One,6.98,7.21,6.76
10167,Team Sonic Racing,PC,7.36,7.21,7.52
10168,Massive Chalice,PC,7.26,7.21,7.31
10169,Mordheim: City of the Damned,PC,7.24,7.21,7.27
10170,Pid,PC,7.09,7.21,6.97
10171,Line Of Defense Tactics,Android,7.56,7.21,7.91
10172,Star Wars: The Clone Wars – Republic Heroes,PS3,6.09,7.21,4.97
10173,Tom Clancy's Ghost Recon Phantoms,PC,7.12,7.2,7.04
10174,Star Wars Pinball 6,Android,7.68,7.2,8.16
10175,XCOM: Chimera Squad,PC,7.4,7.2,7.59
10176,Armored Core 4,PS3,7.11,7.2,7.02
10177,RESIDENT EVIL 3,PC,7.48,7.2,7.75
10178,World of Kings,Android,7.37,7.2,7.53
10179,Deus Ex: Mankind Divided,PC,7.71,7.2,8.22
10180,Bionic Commando Rearmed,PC,7.79,7.2,8.38
10181,Captain Tsubasa: Dream Team,Android,7.11,7.2,7.02
10182,Peggle Blast,Android,6.43,7.2,5.66
10183,BEAT FEVER - Music Planet,Android,7.52,7.2,7.83
10184,Heroes of Order & Chaos,Android,7.71,7.2,8.22
10185,Arena of Valor,Android,7.5,7.2,7.8
10186,Final Fantasy XV: A New Empire,Android,6.43,7.2,5.66
10187,Glyph Quest Chronicles,Android,7.19,7.2,7.18
10188,Darkspore,PC,6.98,7.2,6.77
10189,Summer in Mara,PC,6.87,7.2,6.55
10190,Memoranda,PC,6.64,7.2,6.08
10191,1954: Alcatraz,PC,6.58,7.2,5.97
10192,Pure Farming 2018,PS4,6.95,7.2,6.7
10193,Hitman: Codename 47,PC,7.13,7.2,7.06
10194,R.B.I. Baseball 15,PS4,6.42,7.2,5.64
10195,Master of Orion,PC,7.29,7.2,7.39
10196,Halo Wars 2,Xbox One,7.48,7.19,7.77
10197,Thief,PC,6.94,7.19,6.7
10198,Battle Fantasia: Revised Edition,PC,6.99,7.19,6.79
10199,Dungeon Siege II,PC,7.42,7.19,7.66
10200,They Are Billions,Xbox One,7.31,7.19,7.43
10201,HARVEST MOON: Seeds Of Memories,iOS,7.08,7.19,6.98
10202,Conglomerate 451,PC,7.0,7.19,6.82
10203,Tahira: Echoes of the Astral Empire,PC,7.03,7.19,6.88
10204,Massive Chalice,Xbox One,7.23,7.19,7.27
10205,Ridge Racer Unbounded,PS3,7.2,7.19,7.21
10206,Virginia,PS4,7.19,7.19,7.19
10207,FIVE: Guardians of David,PC,6.87,7.19,6.56
10208,Ruzzle Adventure,iOS,7.48,7.19,7.77
10209,Wanted: Weapons of Fate,PS3,6.95,7.18,6.71
10210,SpellTower+,iOS,7.51,7.18,7.83
10211,Hearthstone: Heroes of Warcraft,iOS,8.18,7.18,9.17
10212,Skater XL,PS4,6.6,7.18,6.02
10213,Zenith,PC,6.42,7.18,5.66
10214,Final Fantasy XIII,PC,6.92,7.18,6.66
10215,Sniper: Ghost Warrior 2,PC,6.29,7.18,5.39
10216,Railroad Corporation,PC,6.71,7.18,6.24
10217,Pneuma: Breath of Life,PC,6.97,7.18,6.76
10218,Dear Esther: Landmark Edition,Xbox One,6.96,7.18,6.73
10219,Fuel,PC,6.91,7.18,6.63
10220,Don't Knock Twice,PC,6.54,7.18,5.89
10221,Sin Slayers,PC,6.65,7.18,6.13
10222,Madden NFL 19,PS4,7.52,7.18,7.87
10223,Football Manager Touch 2018,iOS,7.75,7.18,8.33
10224,Evolve,Xbox One,7.53,7.18,7.87
10225,#KillAllZombies,Xbox One,6.91,7.18,6.64
10226,Strange Brigade,Xbox One,7.25,7.18,7.32
10227,Action Henk,Xbox One,7.0,7.18,6.82
10228,Adam's Venture Origins,PS4,6.85,7.18,6.53
10229,Section 8,PC,7.15,7.17,7.12
10230,Bridge Constructor Portal,Xbox One,7.38,7.17,7.58
10231,Spy Chameleon,Xbox One,7.11,7.17,7.04
10232,The Old City: Leviathan,PC,6.95,7.17,6.73
10233,Need for Speed: Undercover,PS3,6.94,7.17,6.71
10234,Tachyon Project,Xbox One,7.25,7.17,7.34
10235,Asterix & Obelix XXL 3  - The Crystal Menhir,PC,6.68,7.17,6.19
10236,Bridge Constructor,Xbox One,6.91,7.17,6.64
10237,Ashen,Xbox One,7.53,7.17,7.89
10238,Alpha Protocol,PS3,6.9,7.17,6.63
10239,Fairytale Fights,Xbox 360,6.59,7.17,6.02
10240,The Final Station,Xbox One,7.28,7.16,7.39
