Name,Platform,Play Score,Game Score,Critic Score
999: The Novel,iOS,7.94,8.62,7.27
Dash Quest Heroes,iOS,8.23,8.62,7.83
Hatoful Boyfriend,PS Vita,8.03,8.62,7.45
Gothic,PC,8.19,8.62,7.76
Tekken 5: Dark Resurrection,PS3,8.29,8.62,7.95
PictoParty,Wii U,7.84,8.62,7.07
Tearaway Unfolded,PS4,8.43,8.62,8.24
Dynasty Warriors Next,PS Vita,7.68,8.62,6.74
JELLIES!,iOS,8.34,8.62,8.07
Ultimate Briefcase,iOS,7.91,8.62,7.20
Shadowgate,PC,7.91,8.62,7.20
Shantae: Risky's Revenge - Director's Cut,Wii U,8.06,8.61,7.50
Dragon Fantasy Book II,PS3,7.29,8.61,5.97
Ratchet & Clank: Tools of Destruction,PS3,8.46,8.61,8.31
Steredenn,PC,7.91,8.61,7.21
Guns of Icarus Alliance,PS4,7.72,8.61,6.83
Sentinels of the Multiverse,iOS,8.00,8.61,7.39
Super Mega Baseball 3,PS4,8.22,8.61,7.82
Blast 'Em Bunnies,3DS,6.81,8.61,5.00
Kerbal Space Program Enhanced Edition,PS4,7.71,8.61,6.81
A Boy and His Blob,PS4,7.91,8.61,7.21
Darkwood,Xbox One,8.26,8.61,7.91
Nelly Cootalot: The Fowl Fleet,PC,8.11,8.61,7.62
Plants vs. Zombies: Garden Warfare,Xbox One,8.15,8.61,7.68
Pokemon TCG Online,iOS,8.08,8.61,7.54
Mutant Football League: Dynasty Edition,Switch,7.63,8.61,6.66
The Walking Dead: Season One,PS3,8.31,8.61,8.01
Stories: The Path of Destinies,PS4,7.93,8.61,7.25
Pokémon Blue Version,3DS,8.28,8.61,7.94
Candleman,Xbox One,8.04,8.61,7.47
Pocket God: Ooga Jump,iOS,8.01,8.61,7.40
"Please, Don't Touch Anything",PC,8.08,8.61,7.54
Chocobo's Mystery Dungeon EVERY BUDDY,PS4,7.81,8.61,7.02
Transformers: Devastation,Xbox One,8.01,8.61,7.40
Degrees of Separation,PS4,7.62,8.61,6.64
Katamari Forever,PS3,8.01,8.61,7.42
Tower of Fortune 2,iOS,8.24,8.61,7.87
Xeodrifter,Wii U,7.98,8.61,7.35
LEGO Star Wars: The Force Awakens,PS Vita,8.13,8.61,7.65
PlayStation VR Worlds,PS4,7.14,8.61,5.68
LEGO Marvel Super Heroes,Xbox One,8.15,8.61,7.68
Mages of Mystralia,PC,8.04,8.61,7.48
Space Age: A Cosmic Adventure,iOS,7.83,8.60,7.05
Root Letter,PS4,7.74,8.60,6.88
Not a Hero,PC,8.05,8.60,7.50
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,8.12,8.60,7.63
NBA 2K15,PS3,8.06,8.60,7.51
Europa Universalis IV,PC,8.51,8.60,8.42
"Snipperclips - Cut it out, together!",Switch,8.26,8.60,7.91
Flipping Death,PS4,8.09,8.60,7.57
Golf Zero,iOS,8.41,8.60,8.22
Kirby's Blowout Blast,3DS,7.67,8.60,6.74
Ninja Gaiden Sigma 2 Plus,PS Vita,7.80,8.60,6.99
Gundam Versus,PS4,7.81,8.60,7.02
Beyond Blue,Xbox One,7.77,8.60,6.93
Disaster Report 4 Plus: Summer Memories,PS4,6.91,8.60,5.21
Magicka 2,PS4,7.88,8.60,7.16
Sally's Law,iOS,8.34,8.60,8.08
LEGO Marvel Super Heroes 2,Xbox One,7.87,8.60,7.13
Alice: Madness Returns,PC,8.01,8.60,7.43
Gear Jack Black Hole,iOS,7.68,8.60,6.77
Tom Clancy's The Division,PS4,8.30,8.60,7.99
Vessel,PS3,8.17,8.60,7.75
Super Dangerous Dungeons,iOS,8.11,8.60,7.62
Time Surfer,Android,8.61,8.60,8.62
Lovers in a Dangerous Spacetime,PS4,8.24,8.60,7.88
Summoners War,Android,8.16,8.60,7.72
EA SPORTS UFC,Android,7.98,8.60,7.35
Basketball Stars,Android,8.26,8.60,7.92
Tinker Island,Android,7.94,8.60,7.28
Into the Dead 2: Zombie Survival,Android,8.13,8.60,7.66
ZigZag,Android,8.25,8.60,7.91
Doomsday Clicker,Android,8.04,8.60,7.48
Homescapes,Android,8.22,8.60,7.84
Turbo Dismount,Android,8.13,8.60,7.66
eFootball PES 2020,Android,8.10,8.60,7.60
Design Home,Android,7.77,8.60,6.93
F1 Manager,Android,8.04,8.60,7.48
Plants vs. Zombies,Android,8.49,8.60,8.38
Rival Kingdoms: Age of Ruin,Android,8.32,8.60,8.03
Vector 2,Android,7.98,8.60,7.36
Horrorfield - Multiplayer Survival Horror Game,Android,7.99,8.60,7.38
Jurassic World™ Alive,Android,7.52,8.60,6.44
Talking Tom Hero Dash,Android,7.73,8.60,6.86
Contract Killer: Sniper,Android,7.80,8.60,7.00
MARVEL Future Fight,Android,7.74,8.60,6.89
Disney Emoji Blitz,Android,7.88,8.60,7.16
Last Day on Earth: Survival,Android,8.08,8.60,7.56
ZENONIA  5,Android,7.98,8.60,7.35
Battle Bay,Android,8.01,8.60,7.42
Plants vs. Zombies Heroes,Android,8.34,8.60,8.09
World of Warships Blitz,Android,8.20,8.60,7.81
Clicker Heroes,Android,7.94,8.60,7.27
Empires and Allies,Android,8.13,8.60,7.66
Brave Nine - Tactical RPG,Android,8.30,8.60,8.00
Clash of Lords 2: Heroes War,Android,7.74,8.60,6.88
Golf Clash,Android,8.00,8.60,7.41
Marvel Contest of Champions,Android,7.93,8.60,7.25
Evolution: Battle for Utopia,Android,8.02,8.60,7.43
Overkill 3,Android,7.95,8.60,7.30
Plague Inc.,Android,8.31,8.60,8.02
Run Sackboy! Run!,Android,7.98,8.60,7.36
Where's My Water? 2,Android,7.82,8.60,7.03
SpongeBob: Krusty Cook-Off,Android,7.77,8.60,6.93
Disney Heroes: Battle Mode,Android,7.93,8.60,7.26
Real Boxing 2 ROCKY,Android,7.94,8.60,7.28
Looney Tunes™ World of Mayhem,Android,7.80,8.60,7.00
Assassin's Creed Rebellion,Android,8.06,8.60,7.52
Angel Stone,Android,8.19,8.60,7.78
Stormblades,Android,7.92,8.60,7.24
Super Stickman Golf 2,Android,8.39,8.60,8.19
Jurassic Monster World: Dinosaur War 3D FPS,Android,7.77,8.60,6.93
Dead Effect 2,Android,8.09,8.60,7.57
Exos Heroes,Android,8.27,8.60,7.94
Heroic - Magic Duel,Android,7.84,8.60,7.07
Sonic Forces,Android,8.00,8.60,7.41
Wonder Tactics,Android,8.07,8.60,7.53
Caravan War: Heroes and Tower Defense,Android,8.09,8.60,7.58
Injustice 2,Android,8.01,8.60,7.42
BRITNEY SPEARS: AMERICAN DREAM,Android,7.94,8.60,7.28
WWE SuperCard – Multiplayer Card Battle Game,Android,8.04,8.60,7.49
Evil Hunter Tycoon - Nonstop Fighting & Building,Android,8.09,8.60,7.58
Epic Seven,Android,8.30,8.60,8.00
Among the Sleep,PC,7.67,8.60,6.74
Transworld Endless Skater,Android,8.19,8.60,7.78
Langrisser,Android,8.30,8.60,8.00
NinjAwesome,Android,8.02,8.60,7.44
EvoCreo,Android,7.94,8.60,7.28
Game of Thrones Beyond the Wall,Android,7.51,8.60,6.42
Honkai Impact 3rd,Android,8.19,8.60,7.78
Geostorm,Android,8.07,8.60,7.54
Pull My Tongue,Android,8.09,8.60,7.58
Football Manager 2020 Mobile,Android,8.32,8.60,8.03
Goat Simulator,Android,7.99,8.60,7.39
Otherworld Legends,Android,7.68,8.60,6.76
Battlejack: Blackjack RPG,Android,8.04,8.60,7.49
FINAL BLADE,Android,8.07,8.60,7.53
Heroes of Dragon Age,Android,7.62,8.60,6.65
FINAL FANTASY TACTICS : WotL,Android,8.12,8.60,7.63
RAID HQ,Android,8.28,8.60,7.96
Zenge,Android,7.79,8.60,6.98
Flipping Legend,Android,8.35,8.60,8.11
Star Wars: Knights of the Old Republic,Android,8.38,8.60,8.16
Carcassonne: Official Board Game -Tiles & Tactics,Android,8.19,8.60,7.78
Cubie Adventure,Android,8.17,8.60,7.73
Escapists 2: Pocket Breakout,Android,8.12,8.60,7.63
GRID Autosport,Android,8.50,8.60,8.41
Hidden Survivor,Android,8.19,8.60,7.78
NieR: Automata,PC,8.30,8.60,7.99
Hammer Bomb - Creepy Dungeons!,Android,8.19,8.60,7.78
Monsters with Attitude: Online Smash & Brawl PvP,Android,8.17,8.60,7.74
Mimpi,Android,7.94,8.60,7.28
Trials Frontier,Android,8.04,8.60,7.49
Heroes and Castles,Android,7.82,8.60,7.03
ENYO,Android,8.18,8.60,7.76
Basket Fall,iOS,8.04,8.60,7.48
Ragnarok Odyssey ACE,PS Vita,7.82,8.60,7.04
Anomaly Defenders,Android,8.35,8.60,8.10
klocki,Android,8.31,8.60,8.03
Wonder Tactics,iOS,8.09,8.60,7.58
DISSIDIA FINAL FANTASY OPERA OMNIA,Android,8.11,8.60,7.62
UNCHARTED: Fortune Hunter,Android,7.92,8.60,7.24
Lamp and Vamp,Android,8.47,8.60,8.34
Terraforming Mars,Android,8.44,8.60,8.28
Castlevania: Lords of Shadow - Mirror of Fate,3DS,7.83,8.60,7.05
Monster Hunter Stories,Android,8.13,8.60,7.66
King Oddball,PS Vita,7.73,8.60,6.86
BDSM: Big Drunk Satanic Massacre,PC,7.35,8.60,6.09
Vista Golf,iOS,8.11,8.60,7.62
Angry Birds Go!,Android,7.94,8.60,7.29
Go Rally,iOS,8.18,8.60,7.77
If Found...,iOS,8.58,8.60,8.55
Skyward,iOS,7.65,8.60,6.70
FINAL FANTASY V,Android,8.31,8.60,8.03
Call of Cthulhu,PS4,7.42,8.60,6.23
Pac-Man Championship Edition 2,PS4,8.28,8.60,7.95
Tomb Raider Legend,PC,8.13,8.60,7.67
Sentinel 4: Dark Star,Android,8.19,8.60,7.78
Total War Battles: KINGDOM,iOS,7.78,8.60,6.97
Missile Command: Recharged,Android,7.75,8.60,6.91
Green Hell,PC,8.14,8.60,7.68
Cooking Mama: Sweet Shop,3DS,7.34,8.60,6.08
KARDS - The WWII Card Game,PC,8.18,8.60,7.76
Batman: Arkham Origins Blackgate - Deluxe Edition,PS3,7.31,8.60,6.02
"Guns, Gore & Cannoli",Xbox One,7.91,8.60,7.22
Dream Machine - The Game,Android,8.16,8.60,7.73
Drop Wizard Tower,Android,8.23,8.60,7.86
Verdun,PC,7.91,8.60,7.22
Northgard,PC,8.17,8.60,7.75
DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,PS Vita,7.90,8.60,7.20
Sheltered,Android,7.91,8.60,7.23
Causality,Android,8.37,8.60,8.15
Mafia II: Definitive Edition,PS4,7.52,8.60,6.44
GTA: Chinatown Wars,Android,8.21,8.60,7.82
ICE,Android,7.63,8.60,6.66
Avadon 3: The Warborn,PC,8.03,8.60,7.46
River City: Tokyo Rumble,3DS,7.80,8.60,7.01
Wilson's Heart,PC,8.16,8.60,7.73
I Am The Hero,PS4,7.74,8.60,6.89
MXGP 2019,PS4,7.76,8.60,6.92
Evoland,Android,7.71,8.59,6.83
Race for the Galaxy,Android,8.41,8.59,8.22
Naruto Shippuden: Ultimate Ninja Storm 4,PC,8.31,8.59,8.02
Shadow Blade Zero,Android,8.49,8.59,8.39
Tropico 6,PC,8.07,8.59,7.55
The Blind Prophet,PC,7.63,8.59,6.66
Lollipop Chainsaw,Xbox 360,7.80,8.59,7.01
CastleStorm VR Edition,PS4,8.05,8.59,7.51
The X-Files: Deep State,iOS,7.51,8.59,6.43
CastleStorm: Definitive Edition,PS4,8.01,8.59,7.43
Monument Valley 2,iOS,8.56,8.59,8.53
Baldur's Gate II: Shadows of Amn,PC,8.43,8.59,8.28
IRON CRYPTICLE,PS4,7.93,8.59,7.26
Dark Souls II: Scholar of the First Sin,PC,8.44,8.59,8.29
DomiNations,iOS,8.12,8.59,7.64
Sword Art Online: Alicization Lycoris,PS4,7.36,8.59,6.12
Tannenberg,PC,7.69,8.59,6.78
Primal Carnage: Extinction,PS4,7.19,8.59,5.79
On Rusty Trails,PC,8.11,8.59,7.63
F1 2016,PS4,8.37,8.59,8.14
Beyond a Steel Sky,PC,7.95,8.59,7.32
Kim Kardashian: Hollywood,Android,7.89,8.59,7.18
Papa Pear Saga,iOS,7.96,8.59,7.33
3D Thunder Blade,3DS,7.87,8.59,7.15
The Awesome Adventures of Captain Spirit,Xbox One,8.14,8.59,7.68
MLB 15: The Show,PS Vita,8.05,8.59,7.50
Skylanders SWAP Force,PS3,8.25,8.59,7.91
Avo!,iOS,8.15,8.59,7.71
Jupiter Jump,iOS,7.97,8.59,7.35
RIDE 2,PS4,7.68,8.59,6.77
Resident Evil Zero HD Remaster,PC,7.73,8.59,6.87
Dustforce,PS3,7.95,8.59,7.30
Star Wars Jedi Knight: Jedi Academy,PS4,7.91,8.59,7.23
Kingdom: Two Crowns,PC,8.16,8.59,7.73
Men of War,PC,8.06,8.59,7.54
Dex,PC,8.01,8.59,7.44
Dota Underlords,iOS,8.17,8.59,7.75
F1 2017,PC,8.47,8.59,8.36
Octogeddon,PC,8.23,8.59,7.88
Sonic Mania,Xbox One,8.45,8.59,8.32
Devil May Cry 4: Special Edition,Xbox One,8.06,8.59,7.54
Redout: Enhanced Edition,PC,8.10,8.59,7.62
Assassin's Creed Chronicles: China,PS4,7.62,8.59,6.66
Paperbound,PS4,7.75,8.59,6.91
RunGunJumpGun,PC,8.17,8.59,7.75
RACE THE SUN,Wii U,8.00,8.59,7.42
Ace Combat Infinity,PS3,7.50,8.59,6.42
Merchants of Kaidan,Android,7.51,8.59,6.42
Mobile Royale,iOS,8.23,8.59,7.88
World War Z,PS4,7.73,8.59,6.88
The Witch and the Hundred Knight 2,PS4,7.36,8.59,6.13
Ittle Dew,Android,8.07,8.59,7.55
Battle Chasers: Nightwar,Xbox One,8.18,8.59,7.77
Xenowerk,iOS,8.24,8.59,7.89
Blek,Android,8.39,8.58,8.20
Type:Rider,Android,8.02,8.58,7.45
Genesis Alpha One,PS4,7.83,8.58,7.09
Groove Planet,iOS,8.19,8.58,7.79
Abyss Odyssey,PS3,7.87,8.58,7.15
Hyperdimension Neptunia U: Action Unleashed,PS Vita,7.64,8.58,6.70
Super DRAGON BALL Heroes: World Mission,Switch,7.77,8.58,6.96
Pure,PS3,8.24,8.58,7.90
F1 2018,PC,8.43,8.58,8.28
Tiny Troopers: Joint Ops,PS3,7.45,8.58,6.33
Assetto Corsa Competizione,PS4,7.86,8.58,7.14
Songbringer,PS4,7.82,8.58,7.06
VOEZ,iOS,8.39,8.58,8.20
Card Hunter,PC,8.07,8.58,7.55
Pinball FX3,PC,8.31,8.58,8.04
From Other Suns,PC,8.10,8.58,7.63
Dawn of Man,PC,7.91,8.58,7.25
The Bug Butcher,PC,8.16,8.58,7.73
Skate 3,PS3,8.11,8.58,7.65
SOL INVICTUS: The Gamebook,Android,8.06,8.58,7.53
Dark Lands,iOS,7.82,8.58,7.07
Firewatch,PC,8.41,8.58,8.24
Bladed Fury,PC,7.81,8.58,7.04
PAC-MAN and the Ghostly Adventures,PS3,7.56,8.58,6.55
Deer Hunter 2014,iOS,8.27,8.58,7.95
Bulletstorm: Full Clip Edition,PC,7.91,8.58,7.24
NASCAR Heat 3,PS4,7.46,8.58,6.34
Phantom Doctrine,PS4,7.98,8.58,7.37
Shardlight,PC,8.02,8.58,7.46
Saints Row IV: Re-Elected + Gat out of Hell,Xbox One,8.14,8.58,7.69
YANKAI'S TRIANGLE,iOS,8.33,8.58,8.08
Electronic Super Joy,Wii U,8.04,8.58,7.49
Mafia II,PS3,7.93,8.58,7.27
Apsulov: End of Gods,PC,7.87,8.58,7.16
3D Fantasy Zone,3DS,8.10,8.58,7.62
Bulletstorm: Full Clip Edition,PS4,8.13,8.58,7.68
Ninja Gaiden Sigma 2,PS3,8.41,8.58,8.24
WRC 8 FIA World Rally Championship,Xbox One,8.05,8.58,7.53
Quest of Dungeons,Wii U,7.93,8.58,7.28
Atelier Ryza: Ever Darkness & the Secret Hideout,PC,8.06,8.58,7.54
Combo Quest,iOS,7.98,8.58,7.39
Epic Skater,iOS,8.17,8.58,7.77
RIDE 2,PC,7.79,8.58,7.00
LEGO Jurassic World,Xbox 360,7.99,8.58,7.41
Terminator: Resistance,PS4,6.97,8.58,5.36
The Beginner's Guide,PC,8.05,8.58,7.52
Overlive: A Zombie Survival Story and RPG,Android,7.80,8.58,7.03
DISSIDIA FINAL FANTASY OO,iOS,8.12,8.58,7.67
StarCraft II: Wings of Liberty,PC,8.88,8.58,9.19
Super Arc Light,Android,8.10,8.58,7.62
Rebel Cops,Android,8.18,8.58,7.78
Rain World,PS4,7.34,8.58,6.10
MXGP 2019,PC,7.97,8.58,7.37
Cat Quest II,Xbox One,8.14,8.58,7.71
Children of Morta,Xbox One,8.16,8.58,7.75
Fist of Awesome,Android,7.74,8.58,6.90
Death Road to Canada,Xbox One,8.05,8.57,7.52
AxE: Alliance vs Empire,iOS,7.83,8.57,7.08
Shadow Blade: Reload,PS4,7.52,8.57,6.47
Asdivine Hearts,Wii U,7.64,8.57,6.71
Ratchet & Clank: All 4 One,PS3,7.86,8.57,7.15
Galaxy Run,iOS,7.92,8.57,7.27
Replica,PC,7.77,8.57,6.96
Sid Meier's Civilization VI,Switch,8.51,8.57,8.44
Atelier Lydie & Suelle: Alchemists of the Mysterious Painting,PS4,7.84,8.57,7.10
Forgotten Memories : Alternate Realities,iOS,7.96,8.57,7.35
Gryphon Knight Epic,PC,7.69,8.57,6.81
ITTA,PC,8.18,8.57,7.78
Layers of Fear 2,PS4,7.80,8.57,7.02
Fallout 3,PS3,8.41,8.57,8.25
FRACTER,Android,8.11,8.57,7.64
The Blackout Club,PC,7.74,8.57,6.90
THOTH,PC,7.93,8.57,7.29
Blade Strangers,Switch,8.00,8.57,7.42
Forza Horizon 2,Xbox One,8.60,8.57,8.63
NBA Live 19,PS4,7.96,8.57,7.36
Dead Island: Riptide,PS3,7.47,8.57,6.37
Tyranny,PC,8.31,8.57,8.04
Hey! PIKMIN,3DS,7.76,8.57,6.96
Playstation Vita Pets,PS Vita,7.51,8.57,6.46
Amazing Discoveries In Outer Space,PS4,7.85,8.57,7.13
Badland: Game of the Year Edition,Wii U,8.03,8.57,7.50
Hypergalactic Psychic Table Tennis 3000,PC,7.80,8.57,7.03
Darksiders: Warmastered Edition,PC,7.93,8.57,7.28
MotoGP 19,Xbox One,8.16,8.57,7.75
MouseCraft,PS3,7.86,8.57,7.16
Giana Sisters: Twisted Dreams - Director's Cut,PS4,8.12,8.57,7.67
Disney Infinity,PS3,7.98,8.57,7.39
The Spectrum Retreat,PS4,7.82,8.57,7.07
Demise of Nations,iOS,8.20,8.57,7.83
Valley,Xbox One,7.64,8.57,6.71
The Beast Inside,PC,7.83,8.57,7.10
No Man's Sky,Xbox One,8.18,8.57,7.80
RIGS Mechanized Combat League,PS4,8.09,8.57,7.62
Rangers of Oblivion,iOS,7.74,8.57,6.91
Shards of Infinity,iOS,8.48,8.57,8.39
Company of Heroes,iOS,8.44,8.57,8.30
Rogue Legacy,Xbox One,8.27,8.57,7.98
Metro Exodus,Xbox One,8.35,8.57,8.13
Donut County,PC,8.03,8.57,7.50
Metal Gear Rising: Revengeance,PS3,8.02,8.57,7.48
Autumn Dynasty Warlords,iOS,8.30,8.57,8.04
Amigo Pancho,iOS,8.12,8.57,7.67
Alien: Blackout,iOS,7.68,8.57,6.79
Nano Assault NEO-X,PS4,7.69,8.57,6.81
Stealth Inc: A Clone in the Dark,PS Vita,8.16,8.56,7.75
Resident Evil 6,PS3,7.85,8.56,7.13
Need for Speed: Most Wanted,Xbox 360,8.21,8.56,7.86
Inazuma Eleven 3: Bomb Blast,3DS,7.87,8.56,7.18
Blackwell 1: Legacy,iOS,8.06,8.56,7.55
Silent Hunter III,PC,8.30,8.56,8.04
Skylanders SWAP Force,Xbox 360,8.17,8.56,7.79
Trials Rising,Switch,8.07,8.56,7.58
Monster Energy Supercross - The Official Videogame 3,Switch,7.82,8.56,7.07
Little Misfortune,PC,7.98,8.56,7.39
River City: Rival Showdown,3DS,7.96,8.56,7.36
Brass,iOS,8.32,8.56,8.08
Through the Darkest of Times,PC,7.82,8.56,7.07
Sproggiwood,iOS,8.47,8.56,8.39
Bendy and the Ink Machine,Xbox One,7.84,8.56,7.12
Railway Empire,Xbox One,7.91,8.56,7.25
Overkill 3,iOS,7.98,8.56,7.39
Shadow Tactics: Blades of the Shogun,Xbox One,8.23,8.56,7.91
ONE PIECE: Burning Blood,PS4,7.66,8.56,6.75
Crysis 2,PS3,8.36,8.56,8.16
Saints Row: The Third Remastered,Xbox One,7.96,8.56,7.37
Magic Flute: Puzzle Adventure,Android,8.37,8.56,8.18
MotorStorm: Apocalypse,PS3,8.13,8.56,7.70
Space Chicks,iOS,8.39,8.56,8.22
Sorcery! 3,PC,7.80,8.56,7.04
Ratchet & Clank Future: Quest for Booty,PS3,8.00,8.56,7.44
The Wizards - Enhanced Edition,PS4,7.91,8.56,7.26
Pillars of Eternity,PC,8.65,8.56,8.74
Silly Sausage in Meat Land,iOS,8.40,8.56,8.24
Attack on Titan 2,PC,7.99,8.56,7.41
Yooka-Laylee and the Impossible Lair,Xbox One,8.27,8.56,7.98
Burnout Paradise: The Ultimate Box,PC,8.41,8.56,8.25
Sushi Striker: The Way of Sushido,3DS,7.99,8.56,7.42
Deponia Doomsday,PC,8.08,8.56,7.59
Dream Daddy,iOS,8.32,8.56,8.08
Wolfenstein: The New Order,Xbox One,8.22,8.56,7.89
Stick Tennis Tour,iOS,7.98,8.56,7.41
Pathologic Classic HD,PC,8.05,8.56,7.54
Lovers in a Dangerous Spacetime,Xbox One,8.30,8.56,8.05
NHL 20,PS4,8.08,8.56,7.61
Shadow Blade,iOS,8.42,8.56,8.28
Lapis x Labyrinth,PS4,7.87,8.56,7.17
Code Name S.T.E.A.M.,3DS,7.89,8.56,7.22
"Gremlins, Inc.",PC,8.14,8.56,7.72
Little Orpheus,iOS,8.11,8.56,7.67
PRO EVOLUTION SOCCER 2019,PS4,8.14,8.56,7.73
Warcraft III: Reign of Chaos,PC,8.61,8.56,8.67
Terminator: Resistance,Xbox One,7.13,8.56,5.69
Ghostbusters: The Video Game,PC,7.97,8.56,7.38
Sparkle 2,PS4,7.80,8.56,7.05
The Last of Us: Part II,PS4,8.89,8.56,9.22
7'scarlet,PS Vita,8.20,8.56,7.84
Hohokum,PS3,7.93,8.56,7.31
FIFA 19,Switch,7.98,8.56,7.41
Chronology,PC,7.62,8.56,6.68
Over 9000 Zombies!,PC,7.34,8.56,6.13
Gemini Rue,PC,8.05,8.56,7.55
Conception II: Children of the Seven Stars,3DS,7.47,8.56,6.39
60 Parsecs!,PC,7.79,8.55,7.02
Remember Me,PS3,7.93,8.55,7.30
Super Stardust Ultra VR,PS4,7.72,8.55,6.88
Tiny Archers,iOS,7.98,8.55,7.41
Neverwinter,PS4,7.89,8.55,7.23
Dead Island: Survivors,iOS,8.04,8.55,7.53
Heart&Slash,PS4,7.81,8.55,7.07
Murasaki Baby,PS Vita,7.79,8.55,7.03
Borderlands 3,Xbox One,8.31,8.55,8.07
F1 2012,PS3,8.26,8.55,7.96
Disney Infinity: Marvel Super Heroes - 2.0 Edition,PS3,7.86,8.55,7.16
Space Run,PC,7.92,8.55,7.29
Mount & Blade: With Fire and Sword,PC,7.69,8.55,6.84
Portal Knights,PS4,7.87,8.55,7.18
Star Trek Fleet Command,iOS,8.32,8.55,8.09
Ketchapp Winter Sports,iOS,7.43,8.55,6.31
UNCHARTED: Fortune Hunter,iOS,8.01,8.55,7.46
Sakura Swim Club,PC,7.13,8.55,5.71
Plants vs. Zombies: Garden Warfare 2,Xbox One,8.25,8.55,7.95
Pirate Pop Plus,Wii U,7.98,8.55,7.42
Dynasty Warriors 8: Empires,PS4,7.49,8.55,6.42
LEGO Batman 3: Beyond Gotham,Xbox One,8.02,8.55,7.48
MouseBot,iOS,7.71,8.55,6.87
Quantum Break,PC,7.80,8.55,7.04
Need for Speed,PS4,7.80,8.55,7.04
Black Paradox,iOS,7.92,8.55,7.29
Nights of Azure,PS4,7.75,8.55,6.95
Labyrinth of Refrain: Coven of Dusk,PS4,7.93,8.55,7.31
Sneaky Sneaky,iOS,8.41,8.55,8.26
System Shock: Enhanced Edition,PC,8.17,8.55,7.78
HtoL#NiQ: The Firefly Diary,PS Vita,7.36,8.55,6.17
Dead by Daylight,PS4,7.73,8.55,6.92
Home Sweet Home,PS4,7.53,8.55,6.51
Call of Duty: Advanced Warfare,PS3,8.33,8.55,8.11
Beyond: Two Souls,PS3,7.94,8.55,7.34
Gear.Club,iOS,8.26,8.55,7.97
F1 2013,PS3,8.09,8.55,7.64
Children of Zodiarcs,PS4,8.04,8.55,7.54
Trine 4: The Nightmare Prince,Xbox One,8.25,8.55,7.96
Heavy Rain,PS3,8.42,8.55,8.30
DriveClub,PS4,7.84,8.55,7.13
Fieldrunners 2,PC,8.30,8.55,8.05
Ragnarok Odyssey,PS Vita,7.85,8.55,7.15
Sunless Sea,iOS,8.38,8.55,8.22
Never Alone: Ki Edition,iOS,8.41,8.55,8.27
My Majesty,iOS,7.57,8.54,6.59
Tumble VR,PS4,7.66,8.54,6.78
Cosmophony,Wii U,8.02,8.54,7.49
Chaos;Child,PS Vita,8.07,8.54,7.60
Wild Guns: Reloaded,PS4,7.88,8.54,7.21
Just Dance 2014,PS4,7.98,8.54,7.41
"Warhammer 40,000: Sanctus Reach",PC,7.76,8.54,6.98
MXGP - The Official Motocross Videogame,PS3,7.60,8.54,6.66
Radiation City,iOS,7.70,8.54,6.87
Evergarden,iOS,8.40,8.54,8.26
Code Vein,Xbox One,7.98,8.54,7.42
Iron Force,iOS,7.51,8.54,6.47
Under Defeat HD: Deluxe Edition,PS3,7.86,8.54,7.18
Tempest 4000,PS4,8.04,8.54,7.54
Ben 10,Switch,7.29,8.54,6.04
Wrassling,iOS,8.37,8.54,8.20
Falcon Age,PS4,7.77,8.54,7.01
Ice Age Scrat's Nutty Adventure!,PS4,7.09,8.54,5.64
DOOM 64,Xbox One,8.10,8.54,7.66
This War of Mine,iOS,8.48,8.54,8.42
Gauntlet: Slayer Edition,PS4,7.97,8.54,7.39
Song of Horror,PC,7.90,8.54,7.27
Battlefield Hardline,PS4,7.95,8.54,7.36
The Outer Worlds,Switch,7.78,8.54,7.02
NBA 2K15,Xbox One,8.36,8.54,8.19
Battleborn Tap,iOS,7.26,8.54,5.97
Call of Duty: Warzone,PS4,8.27,8.54,8.00
UnderRail,PC,7.93,8.54,7.33
Burly Men at Sea,iOS,8.42,8.54,8.30
Zombie Vikings,PS4,7.66,8.54,6.79
The Climb,PC,7.64,8.54,6.74
NHL 15,PS3,7.82,8.54,7.11
Paladins,PS4,7.93,8.54,7.33
GRIS,iOS,8.19,8.54,7.83
Fantasy War Tactics,iOS,8.02,8.54,7.50
The Bridge,Wii U,7.97,8.54,7.40
KickBeat: Special Edition,PS4,7.55,8.54,6.56
F1 2019,Xbox One,8.53,8.54,8.52
Storm Boy: The Game,PS4,7.58,8.54,6.63
The Fall Part 2: Unbound,PS4,7.92,8.54,7.31
Risen,PC,7.82,8.54,7.11
The Alliance Alive,3DS,7.97,8.54,7.40
NASCAR Heat 2,PS4,7.57,8.54,6.61
Naruto Shippuden: Ultimate Ninja Storm 4,Xbox One,8.24,8.54,7.94
High Hell,PC,8.10,8.54,7.66
Fallen Legion: Sins of an Empire,PS4,7.67,8.54,6.81
The Expendables 2 Videogame,PS3,6.31,8.54,4.09
The Little Acre,PS4,7.76,8.54,6.98
S.T.A.L.K.E.R.: Clear Sky,PC,7.90,8.54,7.26
VVVVVV,iOS,8.64,8.54,8.74
Romancing SaGa 2,PS4,7.74,8.54,6.94
Adventure Labyrinth Story,3DS,7.35,8.54,6.17
Battleborn,PS4,7.85,8.54,7.16
Sairento VR,PC,8.00,8.54,7.47
