Name,Platform,Play Score,Game Score,Critic Score
Madden NFL 15,PS3,8.47,8.80,8.14
Unravel,Xbox One,8.36,8.80,7.92
Frozen Synapse Prime,PS Vita,8.37,8.80,7.93
Hay Day,Android,8.11,8.80,7.42
Clumsy Ninja,Android,8.12,8.80,7.43
King of Thieves,Android,8.01,8.80,7.22
Archero,Android,8.44,8.80,8.08
Vector,Android,8.45,8.80,8.10
Traffic Rider,Android,8.26,8.80,7.72
Subway Surfers,Android,8.43,8.80,8.05
World of Tanks Blitz MMO,Android,8.42,8.80,8.04
Hill Climb Racing 2,Android,8.29,8.80,7.78
Dream League Soccer 2016,Android,7.82,8.80,6.83
CATS: Crash Arena Turbo Stars,Android,8.39,8.80,7.97
Real Racing 3,Android,8.11,8.80,7.42
Zombie Catchers Hunt & Kill the Dead,Android,8.25,8.80,7.71
SimCity BuildIt,Android,7.41,8.80,6.02
Kill Shot,Android,8.07,8.80,7.33
SIEGE: Titan Wars,iOS,7.94,8.80,7.08
FRAG Pro Shooter,Android,8.37,8.80,7.93
Rodeo Stampede - Sky Zoo Safari,Android,8.45,8.80,8.10
Dawn of Titans,Android,8.42,8.80,8.03
Plants vs Zombies 2 Free,Android,8.67,8.80,8.53
Stickman Soccer 2014,Android,8.10,8.80,7.41
8 Ball Pool,Android,7.98,8.80,7.16
UNKILLED,Android,8.19,8.80,7.59
BombSquad,Android,8.54,8.80,8.28
Inotia 4,Android,8.17,8.80,7.53
Mekorama,Android,8.43,8.80,8.05
Beach Buggy Racing,Android,8.10,8.80,7.40
Disney Crossy Road,Android,8.36,8.80,7.92
Nonstop Knight,Android,8.21,8.80,7.63
Order & Chaos Duels,Android,8.04,8.80,7.28
Ace Fishing: Wild Catch,Android,8.22,8.80,7.64
Hitman: Sniper,Android,8.16,8.80,7.52
SAS: Zombie Assault 4,Android,8.27,8.80,7.73
Brothers in Arms 3,Android,7.76,8.80,6.72
Pokémon Shuffle Mobile,Android,7.98,8.80,7.16
Rival Knights,Android,8.12,8.80,7.43
Hovercraft: Takedown - Custom Combat Cars,Android,8.14,8.80,7.48
Aliens Drive Me Crazy,Android,8.13,8.80,7.46
Crazy Taxi City Rush,Android,7.98,8.80,7.17
Injustice: Gods Among Us,Android,8.23,8.80,7.66
Zombie Gunship Survival,Android,7.89,8.80,6.98
DRAGON BALL LEGENDS,Android,8.14,8.80,7.47
Shuffle Cats,Android,7.95,8.80,7.11
Angry Birds,Android,8.46,8.80,8.12
Scrubby Dubby Saga,Android,8.21,8.80,7.62
Xenowerk,Android,8.31,8.80,7.82
Yu-Gi-Oh! Duel Links,Android,8.30,8.80,7.80
Bad Piggies,Android,8.46,8.80,8.12
Transformers: Earth Wars,Android,8.16,8.80,7.52
Table Top Racing Free,Android,8.04,8.80,7.27
Warlords - Turn Based Strategy,Android,8.29,8.80,7.78
Baseball Superstars 2013,Android,8.16,8.80,7.52
WarFriends,Android,7.92,8.80,7.03
Disney Crossy Road,iOS,8.56,8.80,8.31
South Park: Phone Destroyer,Android,8.13,8.80,7.45
Dragon Land,Android,8.13,8.80,7.45
Sky Force Reloaded,Android,7.84,8.80,6.88
Fantasy War Tactics,Android,7.89,8.80,6.97
Knighthood,Android,8.28,8.80,7.76
Legend of Solgard,Android,8.31,8.80,7.82
Major Mayhem 2,Android,8.38,8.80,7.96
Motorsport Manager,Android,8.29,8.80,7.78
Iron Maiden: Legacy of the Beast,Android,8.17,8.80,7.54
MudRunner Mobile,iOS,8.27,8.80,7.73
Persona 4 Arena,PS3,8.63,8.80,8.47
Super Phantom Cat,Android,8.32,8.80,7.83
Castle Creeps TD,Android,8.01,8.80,7.22
League of War: Mercenaries,Android,7.89,8.80,6.98
Tiny Dice Dungeon,Android,8.63,8.80,8.46
The Inner World,PC,8.11,8.80,7.42
Dark Legends,Android,8.33,8.80,7.85
Steampunk Tower,Android,8.25,8.80,7.71
Family Guy- Another Freakin' Mobile Game,Android,7.41,8.80,6.02
Creed: Rise to Glory,PS4,7.96,8.80,7.12
Might & Magic Heroes: Era of Chaos,Android,7.45,8.80,6.10
Forza Street: Race. Collect. Compete.,Android,8.11,8.80,7.42
The Simpsons: Tapped Out,Android,7.41,8.80,6.02
Bike Unchained 2,Android,7.92,8.80,7.03
Star Trek Timelines,Android,8.00,8.80,7.19
Nonstop Chuck Norris,Android,8.16,8.80,7.52
Star Wars: Commander,iOS,8.13,8.80,7.47
Splash Cars,Android,8.37,8.80,7.93
Zombie Road Trip,iOS,8.03,8.80,7.27
Call of Mini Infinity,iOS,7.70,8.80,6.61
GT Racing 2: The Real Car Experience,Android,8.47,8.80,8.15
Farming Simulator 18,Android,7.95,8.80,7.11
Tom Clancy's Rainbow Six Siege,PC,8.27,8.80,7.75
Dead Venture: Zombie Survival,Android,8.37,8.80,7.94
Calculator: The Game,Android,8.20,8.80,7.61
Puzzle & Dragons,Android,8.21,8.80,7.62
SHIN MEGAMI TENSEI Liberation D×２,Android,8.23,8.80,7.66
Iconoclasts,PS4,8.38,8.80,7.97
KROSMAGA - The WAKFU Card Game,Android,7.60,8.80,6.41
Candies 'n Curses,Android,7.79,8.80,6.78
Angry Birds Epic RPG,iOS,7.90,8.80,7.00
Teeny Titans - Teen Titans Go!,Android,8.67,8.80,8.53
Animal Crossing: Pocket Camp,Android,8.21,8.80,7.62
CastleStorm - Free to Siege,iOS,8.39,8.80,7.97
War Wings,iOS,8.18,8.80,7.56
Angry Birds,iOS,8.55,8.80,8.29
Giant Boulder of Death,iOS,8.18,8.80,7.57
Angry Birds Star Wars II,iOS,8.46,8.80,8.12
DiRT 4,PS4,8.54,8.80,8.28
GTA: Liberty City Stories,Android,8.39,8.80,7.98
Knowledge is Power,Android,7.89,8.80,6.98
THE KING OF FIGHTERS '98,Android,8.37,8.80,7.94
Alphabear: Word Puzzle Game,iOS,8.59,8.80,8.39
Middle-earth: Shadow of War,iOS,7.97,8.80,7.14
Rabbids Crazy Rush,iOS,8.33,8.80,7.87
Rival Knights,iOS,7.97,8.80,7.14
Zombie Highway 2,iOS,8.53,8.80,8.27
Pirates Outlaws,Android,7.67,8.80,6.54
Order & Chaos Duels - Trading Card Game,iOS,8.17,8.80,7.54
Best Fiends Forever,iOS,8.44,8.80,8.08
Octopath Traveler,Switch,8.54,8.80,8.29
Reigns: Game of Thrones,Android,8.45,8.80,8.09
Pro Evolution Soccer 2017,PS4,8.60,8.80,8.40
Helidroid 3 : 3D RC Helicopter,Android,8.37,8.80,7.94
THE KING OF FIGHTERS '97,Android,8.06,8.80,7.32
Skyforce Unite!,Android,8.23,8.80,7.66
Dragalia Lost,Android,8.09,8.80,7.39
Sky,iOS,8.17,8.80,7.53
Killing Floor: Incursion,PS4,7.96,8.80,7.12
Hyperdimension Neptunia Re;Birth1,PS Vita,8.05,8.80,7.29
NinJump Rooftops,iOS,7.95,8.80,7.10
Durango: Wild Lands,iOS,8.53,8.80,8.27
Spellfall - Puzzle RPG,iOS,7.85,8.80,6.90
Marginalia Hero — Weird Medieval One Tap RPG,Android,8.08,8.80,7.36
KINGDOM HEARTS Uχ Dark Road,Android,8.17,8.80,7.53
Asphalt 8: Airborne,Android,8.52,8.80,8.23
Caveboy Escape,Android,8.13,8.80,7.46
Hoplite,Android,8.46,8.80,8.13
Robot Unicorn Attack 2,iOS,8.74,8.80,8.67
Ever Oasis,3DS,8.26,8.80,7.73
Bastion,iOS,8.92,8.80,9.05
Planet Zoo,PC,8.43,8.80,8.06
Epic Odyssey,Android,7.74,8.80,6.68
FINAL FANTASY Record Keeper,Android,8.10,8.80,7.39
LEGO Jurassic World,Wii U,8.07,8.80,7.34
Unit 13,PS Vita,8.02,8.80,7.24
Dungeon Link,iOS,8.33,8.80,7.87
Nimble Quest,iOS,8.50,8.80,8.19
Hunter Island,iOS,8.29,8.80,7.79
Broken Sword 5: Episode 1,Android,7.91,8.80,7.03
Sonic Runners Adventure,Android,8.18,8.80,7.56
Guild of Dungeoneering,Android,8.41,8.80,8.02
Keep Talking and Nobody Explodes,PS4,8.24,8.80,7.68
Blocky Roads,Android,8.53,8.80,8.26
Killing Floor 2,PC,8.22,8.80,7.65
Dark Souls Remastered,Switch,8.52,8.80,8.24
Destroy All Humans!,PS4,7.96,8.80,7.11
Diablo III: Ultimate Evil Edition,Xbox One,8.65,8.80,8.51
Dungeon Boss,iOS,8.34,8.80,7.89
Fairune2,3DS,7.90,8.80,7.00
Evil Factory,iOS,8.22,8.80,7.64
Minion Rush: Despicable Me Official Game,Android,8.24,8.80,7.69
Vanquish,PS3,8.48,8.80,8.16
Gangstar Rio: City of Saints,iOS,7.98,8.80,7.17
MONSTER HUNTER FREEDOM UNITE for iOS,iOS,8.53,8.80,8.26
Minecraft: Story Mode - Season Two,iOS,7.90,8.80,7.01
Futurama: Game of Drones,iOS,8.28,8.80,7.76
Assassin's Creed Odyssey,PC,8.45,8.80,8.11
Mission Impossible RogueNation,iOS,7.56,8.80,6.33
Dragons: Rise of Berk,Android,7.75,8.80,6.70
Spintires: MudRunner,PC,8.02,8.80,7.25
LEGO Batman 3: Beyond Gotham,Wii U,7.96,8.80,7.12
Disc Drivin' 2,iOS,8.28,8.80,7.77
Icebreaker: A Viking Voyage,Android,8.41,8.80,8.02
Sniper Elite III Ultimate Edition,PS4,8.09,8.80,7.38
Entwined Challenge,Android,8.27,8.80,7.74
Dungeon Gems,iOS,8.27,8.80,7.74
Hitman GO,Android,8.49,8.80,8.19
Old Man's Journey,Android,8.66,8.80,8.52
Just Dance 2015,PS4,8.04,8.80,7.28
Combat Monsters,iOS,8.39,8.80,7.99
Theatrhythm Final Fantasy: Curtain Call,3DS,8.55,8.80,8.31
JOURNEY TO THE SAVAGE PLANET,PS4,8.16,8.80,7.52
Donkey Kong Country: Tropical Freeze,Wii U,8.53,8.80,8.26
Resident Evil 7: Biohazard,Xbox One,8.59,8.80,8.38
Jetpack Fighter,iOS,8.42,8.80,8.05
Ghost Blade HD,PS4,7.64,8.80,6.48
Fuse,PS3,7.65,8.79,6.50
Soulcalibur VI,PS4,8.55,8.79,8.31
Wild Blood,iOS,7.94,8.79,7.09
Super Mario Maker 3DS,3DS,8.16,8.79,7.52
FarmVille 2: Country Escape,Android,7.95,8.79,7.10
Far Cry 5,PS4,8.46,8.79,8.14
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,PS Vita,8.21,8.79,7.63
Sniper Elite 4,PC,8.32,8.79,7.84
Among the Stars,iOS,8.13,8.79,7.47
Deer Hunter 2014,Android,8.40,8.79,8.01
Skater XL,PC,7.56,8.79,6.33
NHL 18,Xbox One,8.28,8.79,7.78
Breakneck,iOS,7.84,8.79,6.89
Fat Princess Adventures,PS4,7.75,8.79,6.71
BlazBlue: Central Fiction - Special Edition,Switch,8.44,8.79,8.09
Patchwork The Game,Android,8.42,8.79,8.06
Castle Doombad: Free to Slay,iOS,8.68,8.79,8.56
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,7.92,8.79,7.05
Rayman Fiesta Run,iOS,8.67,8.79,8.55
Batman: Arkham City - Armored Edition,Wii U,8.62,8.79,8.45
The Lion's Song,Android,8.16,8.79,7.53
Teeny Titans - A Teen Titans Go,iOS,8.83,8.79,8.87
Rocksmith 2014,PS4,8.14,8.79,7.49
Castle Champions,iOS,7.76,8.79,6.72
Spellstone,iOS,8.10,8.79,7.41
Monster Hunter 3 Ultimate,Wii U,8.45,8.79,8.10
PixelJunk 4am,PS3,7.79,8.79,6.79
Kero Blaster,iOS,8.64,8.79,8.48
Stellar Wars,iOS,8.47,8.79,8.14
Paint it Back,iOS,8.48,8.79,8.17
Devil May Cry 4,PC,8.23,8.79,7.67
Chaos Rings III,Android,8.69,8.79,8.59
God of Light,iOS,8.23,8.79,7.67
Motorball,iOS,7.81,8.79,6.83
Just Dance 2015,Wii U,8.06,8.79,7.32
Splash Cars,iOS,8.26,8.79,7.72
Campfire Cooking,iOS,8.59,8.79,8.39
1001 Spikes,PS Vita,8.20,8.79,7.62
AKIBA'S TRIP: Undead & Undressed,PS Vita,7.54,8.79,6.29
Anomaly 2,PS4,8.12,8.79,7.45
The Escapists 2,PC,8.17,8.79,7.55
The LEGO Movie Videogame,3DS,7.68,8.79,6.57
Trilogic,iOS,8.39,8.79,7.99
Brave Frontier,Android,8.24,8.79,7.68
RUNNING WITH RIFLES,PC,8.16,8.79,7.54
Drug Dealer Simulator,PC,7.65,8.79,6.52
Returner 77,iOS,8.37,8.79,7.96
Tofu Hunter,iOS,7.84,8.79,6.89
Wargame: Red Dragon,PC,8.09,8.79,7.38
NBA 2K Playgrounds 2,Switch,8.03,8.79,7.27
Aliens vs. Predator,PC,7.91,8.79,7.04
Magazine Mogul,Android,8.11,8.79,7.42
Pikmin 3,Wii U,8.61,8.79,8.44
The Walking Dead: Our World,iOS,8.06,8.79,7.33
To-Fu Fury,iOS,8.31,8.79,7.83
Call of Duty: Modern Warfare,PS4,8.40,8.79,8.01
Disgaea 4 Complete+,PS4,8.27,8.79,7.75
Dragon Ball FighterZ,PC,8.60,8.79,8.42
Monster Shooter 2: Back to Earth,iOS,8.27,8.79,7.75
LEGO The Lord of the Rings,PC,8.34,8.79,7.88
Nuclear Throne,PS Vita,8.30,8.79,7.82
Bomber Crew,PC,8.16,8.79,7.53
Lego Marvel Avengers,Wii U,7.95,8.79,7.12
Kubiko - Solve 3D pixel art puzzles,iOS,8.19,8.79,7.58
Galaxy of Pen & Paper,Android,8.28,8.79,7.78
Minecraft: New Nintendo 3DS Edition,3DS,7.64,8.79,6.50
Eight-Minute Empire,iOS,8.17,8.79,7.55
Tales of Hearts R,PS Vita,8.06,8.79,7.33
Battle Brothers,PC,8.23,8.79,7.68
Gigantosaurus The Game,Switch,7.64,8.79,6.49
FIFA 15,PS3,8.22,8.79,7.65
Immortal Odyssey,iOS,7.94,8.79,7.08
The Secret of Monkey Island: Special Edition,PS3,8.31,8.79,7.83
Broken Sword 5 - the Serpent's Curse,PS4,8.01,8.79,7.23
The Binding of Isaac: Rebirth,iOS,8.70,8.79,8.62
Leap of Fate,PC,8.21,8.79,7.63
Topsoil,iOS,8.00,8.79,7.22
Far Cry New Dawn,PS4,8.02,8.79,7.26
Sacred Citadel,PS3,7.63,8.79,6.48
OK K.O.! Lakewood Plaza Turbo – An Action-Packed Brawler Beat 'Em Up Game,iOS,8.06,8.79,7.33
The LEGO Movie Videogame,Wii U,7.98,8.79,7.17
This War Of Mine: Stories – Father’s Promise,iOS,8.63,8.79,8.47
Sine Mora,PS Vita,8.30,8.79,7.82
Half-Life 2,Android,8.16,8.79,7.53
Transformers Prime: The Game,3DS,7.49,8.79,6.19
Fractured Soul,3DS,7.81,8.79,6.84
ModNation Racers,PS3,8.31,8.79,7.83
After the End: Forsaken Destiny,iOS,8.23,8.79,7.67
Yoshi's Woolly World,Wii U,8.46,8.79,8.13
Order & Chaos 2-Fantasy MMORPG,iOS,8.28,8.79,7.77
QubeTown,iOS,8.23,8.79,7.68
Tap Army,iOS,7.93,8.79,7.08
Fold the World,iOS,8.12,8.79,7.46
MLB 13: The Show,PS Vita,8.32,8.79,7.86
Owlboy,PS4,8.54,8.79,8.30
Assassin's Creed IV: Black Flag,Wii U,8.38,8.79,7.98
Hyrule Warriors,Wii U,8.14,8.79,7.50
Need for Speed: Most Wanted U,Wii U,8.46,8.79,8.14
LEX,iOS,8.13,8.79,7.47
Sneaky Sneaky,PC,8.09,8.79,7.39
Aegis of Earth: Protonovus Assault,PS4,7.60,8.79,6.41
Pocket Harvest,Android,8.17,8.79,7.56
Cavemania,iOS,8.27,8.79,7.76
Ski Safari: Adventure Time,iOS,8.02,8.78,7.26
Cloudpunk,PC,8.13,8.78,7.47
Senran Kagura: Estival Versus,PS Vita,8.08,8.78,7.37
Goat Simulator,PC,7.68,8.78,6.58
Scribblenauts Unlimited,3DS,8.02,8.78,7.25
Hero of Many,Android,8.49,8.78,8.20
Captain Toad: Treasure Tracker,Wii U,8.40,8.78,8.01
The Amazing Spider-Man,3DS,7.61,8.78,6.43
Silence,PS4,8.00,8.78,7.22
Ys Chronicles II,Android,7.82,8.78,6.85
Disney Infinity,Wii U,8.06,8.78,7.34
F1 2012,PC,8.38,8.78,7.98
Madden NFL Football,3DS,6.99,8.78,5.20
Deep Loot,iOS,8.40,8.78,8.03
The Quest Keeper,iOS,8.37,8.78,7.97
Divide By Sheep,iOS,8.34,8.78,7.90
Blasphemous,PC,8.21,8.78,7.63
Neon Abyss,PS4,8.23,8.78,7.68
Owlboy,PC,8.71,8.78,8.64
Guns of Mercy,iOS,8.28,8.78,7.78
Xblaze Lost: Memories,PS3,7.87,8.78,6.96
Untitled Goose Game,Xbox One,8.24,8.78,7.71
LEGO City Undercover: The Chase Begins,3DS,7.71,8.78,6.63
Skylanders SWAP Force,Wii U,8.42,8.78,8.05
We Were Here Together,PC,8.12,8.78,7.46
Father and Son,iOS,8.17,8.78,7.57
Sonic Boom: Fire & Ice,3DS,7.66,8.78,6.54
LEGO Batman 2: DC Super Heroes,3DS,7.96,8.78,7.13
CounterSpy,PS Vita,8.08,8.78,7.38
Scribblenauts Unlimited,Wii U,7.94,8.78,7.10
Danger Boat,iOS,7.42,8.78,6.07
Hop Swap,iOS,8.43,8.78,8.08
GOLFINITY - An Endless Free Golf Game,iOS,8.02,8.78,7.27
LEGO Pirates of the Caribbean: The Video Game,3DS,7.75,8.78,6.72
Brawlhalla,iOS,8.18,8.78,7.58
He-Man Tappers of Grayskull,iOS,8.07,8.78,7.37
Star Knight,iOS,8.32,8.78,7.85
Danganronpa: Trigger Happy Havoc Anniversary Editi,Android,8.46,8.78,8.13
Spider: Rite of the Shrouded Moon,iOS,8.53,8.78,8.29
Spore,PC,8.41,8.78,8.04
BoxPop,iOS,7.75,8.78,6.73
Shadow Warrior,PS4,8.03,8.78,7.28
Pushmo,3DS,8.74,8.78,8.70
Sonic & All-Stars Racing Transformed,3DS,7.55,8.78,6.31
Scanner Sombre,PC,7.80,8.78,6.82
Batman: Arkham Origins,Wii U,7.90,8.78,7.02
Need for Speed: Hot Pursuit,PS3,8.70,8.78,8.62
Sproggiwood,Android,8.48,8.78,8.19
Kill Shot,iOS,7.71,8.78,6.65
Battle Odyssey,iOS,8.10,8.78,7.43
Bloodstained: Curse of the Moon 2,PC,8.19,8.78,7.59
My Friend Pedro,Xbox One,8.19,8.78,7.61
Dragon's Dogma: Dark Arisen,Xbox One,8.23,8.78,7.68
Child of Light,Wii U,8.49,8.78,8.20
Lego Ninjago: Nindroids,3DS,7.56,8.78,6.33
Don't Starve: Console Edition,PS4,8.28,8.78,7.79
Lego Star Wars III: The Clone Wars,3DS,7.69,8.78,6.59
Terraria,Android,8.15,8.78,7.52
QuestLord,iOS,8.13,8.78,7.47
Heroes of Steel RPG,Android,8.37,8.78,7.96
Pac-Man 256,PS4,8.18,8.78,7.58
Metal Wolf Chaos XD,PS4,7.66,8.78,6.54
DRAGON QUEST III,Android,8.26,8.78,7.75
Grim Fandango Remastered,PS4,8.39,8.78,8.00
Mass Effect 3: Special Edition,Wii U,8.48,8.78,8.19
The Metronomicon,PC,8.15,8.78,7.53
Spider-Man: Edge of Time,3DS,7.26,8.78,5.75
Herald: An Interactive Period Drama - Book I & II,PC,8.16,8.78,7.54
Just Dance 4,Wii U,7.81,8.78,6.84
When Ski Lifts Go Wrong,PC,8.10,8.78,7.41
Raiders of the North Sea,iOS,8.82,8.78,8.87
FRAMED,iOS,8.45,8.78,8.13
Deadpool,Xbox 360,7.55,8.78,6.33
Mikey Hooks,iOS,8.62,8.78,8.46
King's Bounty: The Legend,PC,8.32,8.78,7.86
Gurumin: A Monstrous Adventure,PC,8.23,8.78,7.68
Dragon's Dogma: Dark Arisen,PC,8.34,8.78,7.90
I Am Vegend – Zombiegeddon,iOS,8.08,8.78,7.39
FAR: Lone Sails,Xbox One,8.25,8.78,7.73
Pokkén Tournament,Wii U,8.17,8.78,7.56
Hell Yeah! Wrath of the Dead Rabbit,PS3,7.85,8.78,6.93
Victor Vran: Overkill Edition,PS4,8.12,8.78,7.46
Warframe,PS4,7.78,8.78,6.78
Call of Duty 4: Modern Warfare,PS3,8.59,8.78,8.41
The Witcher: Enhanced Edition,PC,8.47,8.78,8.17
Tengami,Android,8.40,8.77,8.03
Call of Duty: Modern Warfare 2 Campaign Remastered,Xbox One,7.96,8.77,7.14
Sonic & All-Stars Racing Transformed,Wii U,8.30,8.77,7.82
Lego City Undercover,Wii U,8.31,8.77,7.85
Til Morning's Light,iOS,8.08,8.77,7.39
Trine 2: Director's Cut,Wii U,8.42,8.77,8.07
The Amazing Spider-Man 2,PS3,7.29,8.77,5.80
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,Wii U,8.42,8.77,8.07
Darksiders Genesis,Switch,8.09,8.77,7.40
Cytus Alpha,Switch,8.19,8.77,7.60
Sprint Vector,PS4,8.27,8.77,7.77
Disgaea PC,PC,8.10,8.77,7.42
Prey,Xbox One,8.46,8.77,8.15
Toy Stunt Bike,3DS,7.53,8.77,6.29
Screencheat,PS4,7.88,8.77,6.98
Cube Creator 3D,3DS,7.89,8.77,7.00
Monkey Boxing,iOS,7.87,8.77,6.97
Pro Evolution Soccer 2012 3D,3DS,7.86,8.77,6.94
LEGO Marvel Super Heroes,Wii U,8.28,8.77,7.78
Transference,PS4,7.89,8.77,7.00
Don't Starve: Giant Edition,Wii U,8.11,8.77,7.45
A King's Tale: Final Fantasy XV,PS4,7.98,8.77,7.19
Rain World,PC,7.62,8.77,6.47
Lego Marvel Super Heroes: Universe in Peril,3DS,7.64,8.77,6.50
Donkey Kong Country Returns 3D,3DS,8.49,8.77,8.22
Spartacus Legends,PS3,7.51,8.77,6.25
Mystery Chronicle: One Way Heroics,PS Vita,8.22,8.77,7.67
Toukiden: Kiwami,PS Vita,8.31,8.77,7.85
Induction,PC,8.16,8.77,7.54
Just Cause 2,PS3,8.37,8.77,7.97
Sonic Dash 2: Sonic Boom,iOS,7.69,8.77,6.60
Tesla vs Lovecraft,PC,8.12,8.77,7.47
FAST Racing NEO,Wii U,8.34,8.77,7.90
Octodad: Dadliest Catch,Wii U,8.00,8.77,7.22
Surviving Mars,Xbox One,8.03,8.77,7.29
Super Street Fighter IV 3D Edition,3DS,8.49,8.77,8.21
PAC-MAN Championship Edition DX,iOS,8.72,8.77,8.67
Pure Pool,PS4,8.03,8.77,7.30
Payday 2: Crimewave Edition,PS4,8.07,8.77,7.38
Home Sweet Home,PC,7.91,8.77,7.06
Little Inferno,Wii U,7.87,8.77,6.97
The Denpa Men 3: The Rise of Digitoll,3DS,8.25,8.77,7.72
Final Fantasy XII: The Zodiac Age,PC,8.45,8.77,8.12
DuckTales Remastered,Wii U,8.19,8.77,7.62
Astebreed,PC,8.58,8.77,8.38
Naughty Bear: Panic in Paradise,PS3,7.33,8.77,5.89
Asphalt 3D,3DS,6.90,8.77,5.03
Six-Guns: Gang Showdown,iOS,7.55,8.77,6.33
Assassin's Creed III,Wii U,8.43,8.77,8.09
Ultimate Marvel vs. Capcom 3,PC,8.22,8.77,7.68
Catherine Classic,PC,8.28,8.77,7.80
Vaporum,PC,8.20,8.77,7.63
Batman: The Enemy Within - The Telltale Series,PC,8.33,8.77,7.89
A Robot Named Fight!,PC,8.26,8.77,7.75
Deadly Premonition,Xbox 360,7.42,8.77,6.07
New Super Mario Bros. U,Wii U,8.48,8.77,8.18
Call of Duty: Black Ops II,Wii U,8.28,8.77,7.80
Guacamelee! Super Turbo Championship Edition,Wii U,8.52,8.77,8.28
Lost Socks: Naughty Brothers,iOS,8.37,8.77,7.97
Lego City Undercover,Xbox One,8.26,8.77,7.75
Darksiders,PC,8.46,8.77,8.15
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,Xbox 360,7.82,8.77,6.87
Jenny LeClue - Detectivu,PC,8.32,8.77,7.88
Fairy Tail,PS4,8.04,8.77,7.31
LEGO Worlds,PS4,7.88,8.77,7.00
Cloudberry Kingdom,PC,7.81,8.77,6.85
Star Fox 64 3D,3DS,8.32,8.77,7.86
Disney Magical World,3DS,7.84,8.77,6.91
Bulletstorm: Full Clip Edition,Xbox One,8.27,8.77,7.77
Concrete Jungle,PC,7.97,8.77,7.18
Valkyria Chronicles 4,PC,8.43,8.77,8.08
HARDCORE MECHA,PS4,8.09,8.77,7.42
Skylanders Giants,3DS,7.54,8.77,6.31
Crystal Crisis,Switch,8.18,8.77,7.60
Tales of Xillia 2,PS3,8.16,8.77,7.55
Croixleur Sigma,PS4,7.71,8.77,6.64
MLB 14: The Show,PS4,8.46,8.77,8.15
Happy Wheels,iOS,8.02,8.77,7.27
Assassin's Creed IV: Black Flag,PC,8.51,8.77,8.26
MLB: The Show 17,PS4,8.55,8.77,8.34
Wulverblade,PS4,8.15,8.77,7.53
Shantae and the Seven Sirens,Xbox One,8.18,8.77,7.60
Samurai Warriors 4: Empires,PS4,7.94,8.77,7.12
The Cave,Wii U,8.11,8.77,7.45
BestLuck,iOS,8.11,8.77,7.46
Pushmo World,Wii U,8.34,8.77,7.91
Reigns,PC,8.17,8.77,7.57
Grid 2,PS3,8.30,8.77,7.82
de Blob,PS4,7.91,8.77,7.05
Tekken Tag Tournament 2: Wii U Edition,Wii U,8.29,8.77,7.82
Tom Clancy’s Splinter Cell Blacklist,Wii U,8.39,8.77,8.01
Unepic,Wii U,8.02,8.77,7.28
One More Line,iOS,8.17,8.77,7.58
DOOM,Switch,8.22,8.77,7.68
The Fall,PS4,8.01,8.77,7.26
The Fall,Wii U,7.91,8.77,7.05
SaGa SCARLET GRACE : AMBITIONS,Android,8.40,8.77,8.03
Thronebreaker: The Witcher Tales,PS4,8.22,8.77,7.68
Primordia,iOS,8.16,8.77,7.55
Darksiders II,Wii U,8.38,8.76,8.00
Captain America: Super Soldier,3DS,7.19,8.76,5.62
Castle Doombad,iOS,8.72,8.76,8.67
Scribblenauts Unmasked: A DC Comics Adventure,3DS,7.78,8.76,6.79
Psychonauts in the Rhombus of Ruin,PS4,7.96,8.76,7.15
Bad North,PS4,7.81,8.76,6.86
Sonic Generations,3DS,7.89,8.76,7.03
Nano Assault Neo,Wii U,7.97,8.76,7.17
Skylanders: Spyro's Adventure,3DS,8.14,8.76,7.52
Little Big Workshop,PC,8.12,8.76,7.48
GRIP: Combat Racing,PC,8.23,8.76,7.70
LEGO Batman 2: DC Super Heroes,Wii U,8.10,8.76,7.44
Cloudberry Kingdom,Wii U,7.85,8.76,6.94
F1 Trading Card Game 2018,iOS,7.80,8.76,6.83
Dark Souls II,PC,8.72,8.76,8.68
Dengeki Bunko: Fighting Climax,PS3,7.68,8.76,6.60
World of Final Fantasy,PS4,8.28,8.76,7.79
The Amazing Spider-Man 2,Wii U,7.17,8.76,5.58
Mario vs. Donkey Kong: Tipping Stars,Wii U,7.92,8.76,7.07
Mayhem - PVP Arena Shooter,iOS,7.92,8.76,7.08
Just Dance 2014,Wii U,8.09,8.76,7.42
The Unfinished Swan,PS4,8.34,8.76,7.92
Crashlands,PC,8.08,8.76,7.40
Crashmo,3DS,8.58,8.76,8.40
Nightmares from the Deep: The Siren’s Call,Android,8.27,8.76,7.78
Nintendogs + Cats: Golden Retriever and New Friends,3DS,7.91,8.76,7.06
Mario Sports Superstars,3DS,7.60,8.76,6.44
Resident Evil: Revelations,Wii U,8.16,8.76,7.57
ARMS,Switch,8.32,8.76,7.88
Job Simulator,PS4,7.95,8.76,7.13
Tales of the Abyss,3DS,8.01,8.76,7.26
Penumbra: Overture,PC,7.98,8.76,7.21
Braveland,iOS,8.14,8.76,7.52
Maneater,Xbox One,7.99,8.76,7.23
Mario & Luigi: Dream Team,3DS,8.37,8.76,7.99
Stagehand: A Reverse Platformer,iOS,8.11,8.76,7.47
